ID;ID_COMBINACAO;REFERENCIA;TITULO;ATRIBUTO;ESTOQUE;RESERVA;ESTOQUE_TOTAL;ATIVO
3;5;10050;Sandália Dourado;Único / 41/42;0;0;0;1
3;6;10050;Sandália Dourado;43/44 / Único;16;0;16;1
3;7;10050;Sandália Dourado;39/40 / Único;17;0;17;1
4;8;10051;Sandália Marlin;41/42 / Único;0;0;0;0
4;9;10051;Sandália Marlin;Único / 43/44;0;0;0;0
4;10;10051;Sandália Marlin;Único / 39/40;0;1;1;0
5;11;10052;Sandália Robalo;Único / 41/42;28;0;28;1
5;12;10052;Sandália Robalo;Único / 43/44;15;0;15;1
5;13;10052;Sandália Robalo;39/40 / Único;11;0;11;1
6;14;10053;Sandália Tambaqui;Único / 41/42;8;0;8;1
6;15;10053;Sandália Tambaqui;43/44 / Único;16;0;16;1
6;16;10053;Sandália Tambaqui;39/40 / Único;19;0;19;1
7;17;10054;Sandália Traíra;41/42 / Único;9;0;9;1
7;18;10054;Sandália Traíra;Único / 43/44;15;0;15;1
7;19;10054;Sandália Traíra;Único / 39/40;12;0;12;1
8;20;10055;Sandália Tucunaré;Único / 41/42;0;0;0;1
8;21;10055;Sandália Tucunaré;Único / 43/44;0;0;0;1
8;22;10055;Sandália Tucunaré;39/40 / Único;0;1;1;1
9;23;10017;Colar Dourado;Único / Único;8;0;8;1
