;;MINERAÇÃO BRUTA - IBOPE x GRADE DE PROGRAMAS;;;;;;;;;;;;;;;
;;IBOPE;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
GRADE PROGRAMAS;;Intervalos ;;;;;GRADE PROGRAMAS;;;;;;;;;;
Horário Início;;INT1;INTE2;INTE3;INTE4;;Programa;;Episódio;;Temporada;;N. Episódio;;Horário Termino;;Horário
19/05/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;19/05/2018  10:30:00 ;;10:00
19/05/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;19/05/2018  11:30:00 ;;10:30
19/05/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Destinos;;Uma aventura com a Tribo da Pesca na pousada Asa Branca;;4;;29;;19/05/2018  12:00:00 ;;11:30
19/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;19/05/2018  12:30:00 ;;12:00
19/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Coração de Pescador;;Tambaqui no Teles Pires;;4;;23;;19/05/2018  13:00:00 ;;12:30
19/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Biopesca;;Variados peixes de couro do rio Paraguai;;5;;9;;19/05/2018  13:30:00 ;;13:00
19/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;19/05/2018  14:00:00 ;;13:30
19/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;19/05/2018  15:00:00 ;;14:00
19/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;;;;Fishing Guide;;Tucunarés-açu do rio Negro;;2;;1;;19/05/2018  15:30:00 ;;15:00
19/05/2018  15:30:00 ;;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;19/05/2018  16:00:00 ;;15:30
19/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;19/05/2018  16:30:00 ;;16:00
19/05/2018  16:30:00 ;;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;;;Aquarismo;;Os peixes ornamentais do rio Xingu;;4;;22;;19/05/2018  17:00:00 ;;16:30
19/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;19/05/2018  18:00:00 ;;17:00
19/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Aquarismo;;Conheça o espetacular oceanário de Lisboa;;4;;11;;19/05/2018  18:30:00 ;;18:00
19/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;19/05/2018  19:30:00 ;;18:30
19/05/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;19/05/2018  20:00:00 ;;19:30
19/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;19/05/2018  21:00:00 ;;20:00
19/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;A Arte do Atado;;Isca sapinho de preguiçoso;;5;;2;;19/05/2018  21:30:00 ;;21:00
19/05/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;;;Elas na Pesca;;Variada pescaria na Argentina;;4;;8;;19/05/2018 22:00:00;;21:30
19/05/2018 22:00:00;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;19/05/2018  22:30:00 ;;22:00
19/05/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;19/05/2018  23:30:00 ;;22:30
19/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Fish TV News;;Congresso Brasileiro de Engenharia de Pesca;;5;;6;;20/05/2018  00:00:00 ;;23:30
20/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;A Meta;;Jacaré-açu;;2;;4;;20/05/2018  01:00:00 ;;00:00
20/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;20/05/2018  01:30:00 ;;01:00
20/05/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;20/05/2018  02:00:00 ;;01:30
20/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;;;Biopesca;;Pescaria de aruanã com isca artificial no rio Araguaia;;4;;11;;20/05/2018  02:30:00 ;;02:00
20/05/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;20/05/2018  03:00:00 ;;02:30
20/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;Momento da Pesca;;Pesca variada no rio Cururu;;6;;24;;20/05/2018  04:00:00 ;;03:00
20/05/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;20/05/2018  04:30:00 ;;04:00
20/05/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;20/05/2018  05:30:00 ;;04:30
20/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Destinos;;Uma aventura com a Tribo da Pesca na pousada Asa Branca;;4;;29;;20/05/2018  06:00:00 ;;05:30
20/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Pasión Por La Pesca;;Belas traíras argentinas;;5;;1;;20/05/2018  06:30:00 ;;06:00
20/05/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;20/05/2018  07:00:00 ;;06:30
20/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Fishing Guide;;Tucunarés-açu do rio Negro;;2;;1;;20/05/2018  07:30:00 ;;07:00
20/05/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;;;A Arte do Atado;;Isca sapinho de preguiçoso;;5;;2;;20/05/2018  08:00:00 ;;07:30
20/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;20/05/2018  09:00:00 ;;08:00
20/05/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;20/05/2018  09:30:00 ;;09:00
20/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;20/05/2018  10:30:00 ;;09:30
20/05/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;;;Biopesca;;Dourados do rio Manso;;5;;10;;20/05/2018  11:00:00 ;;10:30
20/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;A Meta;;Jacaré-açu;;2;;4;;20/05/2018  12:00:00 ;;11:00
20/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Aquarismo;;Conheça o espetacular oceanário de Lisboa;;4;;11;;20/05/2018  12:30:00 ;;12:00
20/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;20/05/2018  13:30:00 ;;12:30
20/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;20/05/2018  14:00:00 ;;13:30
20/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;20/05/2018  15:00:00 ;;14:00
20/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;;;;A Arte do Atado;;Isca sapinho de preguiçoso;;5;;2;;20/05/2018  15:30:00 ;;15:00
20/05/2018  15:30:00 ;;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;;;Elas na Pesca;;Variada pescaria na Argentina;;4;;8;;20/05/2018  16:00:00 ;;15:30
20/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;;;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;20/05/2018  16:30:00 ;;16:00
20/05/2018  16:30:00 ;;16:30:00 - 16:45:00;16:45:00 - 17:00:00;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;20/05/2018  17:30:00 ;;16:30
20/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Fish TV News;;Congresso Brasileiro de Engenharia de Pesca;;5;;6;;20/05/2018  18:00:00 ;;17:30
20/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;20/05/2018  18:30:00 ;;18:00
20/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;20/05/2018  19:00:00 ;;18:30
20/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Coração de Pescador;;Tambaqui no Teles Pires;;4;;23;;20/05/2018  19:30:00 ;;19:00
20/05/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Aquarismo;;Visita à fábrica da Boyu na China;;4;;12;;20/05/2018  20:00:00 ;;19:30
20/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;20/05/2018  21:00:00 ;;20:00
20/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;20/05/2018  22:00:00 ;;21:00
20/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;20/05/2018  23:00:00 ;;22:00
20/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;20/05/2018  23:30:00 ;;23:00
20/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;21/05/2018  00:00:00 ;;23:30
21/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Pasión Por La Pesca;;Belas traíras argentinas;;5;;1;;21/05/2018  00:30:00 ;;00:00
21/05/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;21/05/2018  01:00:00 ;;00:30
21/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Fishing Guide;;Tucunarés-açu do rio Negro;;2;;1;;21/05/2018 01:30:00;;01:00
21/05/2018 01:30:00;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;A Arte do Atado;;Isca sapinho de preguiçoso;;5;;2;;21/05/2018  02:00:00 ;;01:30
21/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;21/05/2018  03:00:00 ;;02:00
21/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;21/05/2018  03:30:00 ;;03:00
21/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;21/05/2018  04:30:00 ;;03:30
21/05/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;Biopesca;;Dourados do rio Manso;;5;;10;;21/05/2018  05:00:00 ;;04:30
21/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;21/05/2018  06:00:00 ;;05:00
21/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Aquarismo;;Manutenção e limpeza de aquário – Parte 2;;2;;14;;21/05/2018  06:30:00 ;;06:00
21/05/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;21/05/2018  07:00:00 ;;06:30
21/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;21/05/2018  07:30:00 ;;07:00
21/05/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;;;Pasión Por La Pesca;;Belas traíras argentinas;;5;;1;;21/05/2018  08:00:00 ;;07:30
21/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;21/05/2018  09:00:00 ;;08:00
21/05/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;21/05/2018  09:30:00 ;;09:00
21/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;21/05/2018  10:30:00 ;;09:30
21/05/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;;;Destinos;;Uma aventura com a Tribo da Pesca na pousada Asa Branca;;4;;29;;21/05/2018  11:00:00 ;;10:30
21/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Elas na Pesca;;Variada pescaria na Argentina;;4;;8;;21/05/2018  11:30:00 ;;11:00
21/05/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;21/05/2018  12:00:00 ;;11:30
21/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;21/05/2018  12:30:00 ;;12:00
21/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;21/05/2018  13:00:00 ;;12:30
21/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Coração de Pescador;;Tambaqui no Teles Pires;;4;;23;;21/05/2018  13:30:00 ;;13:00
21/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Aquarismo;;Visita à fábrica da Boyu na China;;4;;12;;21/05/2018  14:00:00 ;;13:30
21/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;21/05/2018  15:00:00 ;;14:00
21/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;21/05/2018  16:00:00 ;;15:00
21/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;21/05/2018  17:00:00 ;;16:00
21/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;21/05/2018  17:30:00 ;;17:00
21/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;21/05/2018  18:00:00 ;;17:30
21/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Coração de Pescador;;Em busca do pirarucu nas águas do Cristalino;;4;;15;;21/05/2018  18:30:00 ;;18:00
21/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Fish TV News;;Congresso Brasileiro de Engenharia de Pesca;;5;;6;;21/05/2018  19:00:00 ;;18:30
21/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;21/05/2018  20:00:00 ;;19:00
21/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;A Meta;;A linha;;2;;5;;21/05/2018  21:00:00 ;;20:00
21/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;21/05/2018  22:00:00 ;;21:00
21/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;;;Biopesca;;Dourados do rio Manso;;5;;10;;21/05/2018  22:30:00 ;;22:00
21/05/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;A Meta;;A linha;;2;;5;;21/05/2018  23:30:00 ;;22:30
21/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;22/05/2018  00:00:00 ;;23:30
22/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Aquarismo;;Manutenção e limpeza de aquário – Parte 2;;2;;14;;22/05/2018  00:30:00 ;;00:00
22/05/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;22/05/2018  01:00:00 ;;00:30
22/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;22/05/2018  01:30:00 ;;01:00
22/05/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;Pasión Por La Pesca;;Belas traíras argentinas;;5;;1;;22/05/2018  02:00:00 ;;01:30
22/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;22/05/2018  03:00:00 ;;02:00
22/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;22/05/2018  03:30:00 ;;03:00
22/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;22/05/2018  04:30:00 ;;03:30
22/05/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;Destinos;;Uma aventura com a Tribo da Pesca na pousada Asa Branca;;4;;29;;22/05/2018  05:00:00 ;;04:30
22/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Elas na Pesca;;Variada pescaria na Argentina;;4;;8;;22/05/2018  05:30:00 ;;05:00
22/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;22/05/2018  06:00:00 ;;05:30
22/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Fishing Guide;;Tucunarés-açu do rio Negro;;2;;1;;22/05/2018  06:30:00 ;;06:00
22/05/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Fish TV News;;Congresso Brasileiro de Engenharia de Pesca;;5;;6;;22/05/2018  07:00:00 ;;06:30
22/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;22/05/2018  08:00:00 ;;07:00
22/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;22/05/2018  08:30:00 ;;08:00
22/05/2018  08:30:00 ;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;A Meta;;A linha;;2;;5;;22/05/2018  09:30:00 ;;08:30
22/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;22/05/2018  10:00:00 ;;09:30
22/05/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;22/05/2018  11:00:00 ;;10:00
22/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;22/05/2018  11:30:00 ;;11:00
22/05/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Biopesca;;Esportivas cacharas no rio Teles Pires;;4;;12;;22/05/2018  12:00:00 ;;11:30
22/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Coração de Pescador;;Em busca do pirarucu nas águas do Cristalino;;4;;15;;22/05/2018  12:30:00 ;;12:00
22/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Fish TV News;;Congresso Brasileiro de Engenharia de Pesca;;5;;6;;22/05/2018  13:00:00 ;;12:30
22/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;22/05/2018  14:00:00 ;;13:00
22/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;A Meta;;A linha;;2;;5;;22/05/2018  15:00:00 ;;14:00
22/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;22/05/2018  16:00:00 ;;15:00
22/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;;;;Biopesca;;Dourados do rio Manso;;5;;10;;22/05/2018  16:30:00 ;;16:00
22/05/2018  16:30:00 ;;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;22/05/2018  17:00:00 ;;16:30
22/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;22/05/2018  18:00:00 ;;17:00
22/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Aquarismo;;Visita à fábrica da Boyu na China;;4;;12;;22/05/2018  18:30:00 ;;18:00
22/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Ases da Pesca em Ação;;Maicon Bianchi e sua paixão pela pesca de tucunarés;;5;;1;;22/05/2018  19:00:00 ;;18:30
22/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;22/05/2018  19:30:00 ;;19:00
