;;MINERAÇÃO BRUTA - IBOPE x GRADE DE PROGRAMAS;;;;;;;;;;;;;;;
;;IBOPE;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
GRADE PROGRAMAS;;Intervalos ;;;;;GRADE PROGRAMAS;;;;;;;;;;
Horário Início;;INT1;INTE2;INTE3;INTE4;;Programa;;Episódio;;Temporada;;N. Episódio;;Horário Termino;;Horário
12/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;A Arte do Atado;;Formiga feita de tapete;;5;;1;;12/05/2018  21:30:00 ;;21:00
12/05/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;;;Elas na Pesca;;Pescando nos canais do Aquafort;;4;;7;;12/05/2018  22:00:00 ;;21:30
12/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;;;Sabores;;Carne suína e legumes assados, sanduíche de carne desfiada e banana assada;;2;;3;;12/05/2018  22:30:00 ;;22:00
12/05/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 1º parte;;1;;13;;12/05/2018  23:30:00 ;;22:30
12/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;13/05/2018  00:00:00 ;;23:30
13/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;A Meta;;Redemoinho;;2;;3;;13/05/2018  01:00:00 ;;00:00
13/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Pesca Dinâmica;;Expedição Pantanal – rodada e corrico;;3;;7;;13/05/2018  01:30:00 ;;01:00
13/05/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;Sabores;;Carne suína e legumes assados, sanduíche de carne desfiada e banana assada;;2;;3;;13/05/2018  02:00:00 ;;01:30
13/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;Na Pegada do Fly;;A pegada dos dourados argentinos;;7;;5;;13/05/2018  03:00:00 ;;02:00
13/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;Momento da Pesca;;Pesca variada no rio Cururu;;6;;24;;13/05/2018 04:00:00;;03:00
13/05/2018 04:00:00;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;;;Provas e Torneios;;Circuito Brasil-Sul 2018 – 1ª Etapa – Imbé-RS;;5;;25;;13/05/2018  04:30:00 ;;04:00
13/05/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;Pesque e Pague;;Pescaria e amizade na Estância Pesqueira Campos;;6;;7;;13/05/2018  05:30:00 ;;04:30
13/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;Destinos;;Navegue pelo Rio Negro com a Ecofishing – parte 2;;4;;28;;13/05/2018  06:00:00 ;;05:30
13/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Pasión Por La Pesca;;Pescaria variada em Itatí;;5;;23;;13/05/2018  06:30:00 ;;06:00
13/05/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Aqua Negócios;;Carcinicultura marinha – sistema trifásico e intensivo;;3;;5;;13/05/2018  07:00:00 ;;06:30
13/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Fishing Guide;;Esportiva pesca na Argentina;;2;;12;;13/05/2018  07:30:00 ;;07:00
13/05/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;;;A Arte do Atado;;Formiga feita de tapete;;5;;1;;13/05/2018  08:00:00 ;;07:30
13/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;Pura Pesca;;Pescaria de tucunarés pelos afluentes do rio Negro;;2;;14;;13/05/2018  09:00:00 ;;08:00
13/05/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;;;FishTV Teste;;Linha Seaguar Smackdown e molinete Saint Plus Urano 5000;;4;;13;;13/05/2018  09:30:00 ;;09:00
13/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;Momento da Pesca;;Pesca de caiaque no piscoso rio Teles Pires;;7;;7;;13/05/2018  10:30:00 ;;09:30
13/05/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;;;Biopesca;;Peixes variados em Juruena;;5;;8;;13/05/2018  11:00:00 ;;10:30
13/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Destinos;;Navegue pelo Rio Negro com a Ecofishing – parte 2;;4;;28;;13/05/2018  11:30:00 ;;11:00
13/05/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Elas na Pesca;;Pescando nos canais do Aquafort;;4;;7;;13/05/2018  12:00:00 ;;11:30
13/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Aquarismo;;As tecnologias por trás de uma gigante do aquarismo;;4;;10;;13/05/2018  12:30:00 ;;12:00
13/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;Pura Pesca;;Pescaria de tucunarés pelos afluentes do rio Negro;;2;;14;;13/05/2018  13:30:00 ;;12:30
13/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;13/05/2018  14:00:00 ;;13:30
13/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Na Pegada do Fly;;A pegada dos dourados argentinos;;7;;5;;13/05/2018  15:00:00 ;;14:00
13/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;;;;A Arte do Atado;;Formiga feita de tapete;;5;;1;;13/05/2018  15:30:00 ;;15:00
13/05/2018  15:30:00 ;;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;;;Elas na Pesca;;Pescando nos canais do Aquafort;;4;;7;;13/05/2018  16:00:00 ;;15:30
13/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;;;;Sabores;;Carne suína e legumes assados, sanduíche de carne desfiada e banana assada;;2;;3;;13/05/2018  16:30:00 ;;16:00
13/05/2018  16:30:00 ;;16:30:00 - 16:45:00;16:45:00 - 17:00:00;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 1º parte;;1;;13;;13/05/2018  17:30:00 ;;16:30
13/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;13/05/2018  18:00:00 ;;17:30
13/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;13/05/2018  18:30:00 ;;18:00
13/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Provas e Torneios;;Circuito Brasil-Sul 2018 – 1ª Etapa – Imbé-RS;;5;;25;;13/05/2018  19:00:00 ;;18:30
13/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Coração de Pescador;;Bargadas e Cacharas no rio Araguaia, em Goiás;;4;;22;;13/05/2018  19:30:00 ;;19:00
13/05/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Aquarismo;;Conheça o espetacular oceanário de Lisboa;;4;;11;;13/05/2018  20:00:00 ;;19:30
13/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;13/05/2018  21:00:00 ;;20:00
13/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;13/05/2018  22:00:00 ;;21:00
13/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;Momento da Pesca;;Pesca de caiaque no piscoso rio Teles Pires;;7;;7;;13/05/2018  23:00:00 ;;22:00
13/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;13/05/2018  23:30:00 ;;23:00
13/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Pesca Dinâmica;;Expedição Pantanal – rodada e corrico;;3;;7;;14/05/2018  00:00:00 ;;23:30
14/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Pasión Por La Pesca;;Pescaria variada em Itatí;;5;;23;;14/05/2018  00:30:00 ;;00:00
14/05/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Aqua Negócios;;Carcinicultura marinha – sistema trifásico e intensivo;;3;;5;;14/05/2018  01:00:00 ;;00:30
14/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Fishing Guide;;Esportiva pesca na Argentina;;2;;12;;14/05/2018  01:30:00 ;;01:00
14/05/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;A Arte do Atado;;Formiga feita de tapete;;5;;1;;14/05/2018  02:00:00 ;;01:30
14/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;Pura Pesca;;Pescaria de tucunarés pelos afluentes do rio Negro;;2;;14;;14/05/2018  03:00:00 ;;02:00
14/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;FishTV Teste;;Linha Seaguar Smackdown e molinete Saint Plus Urano 5000;;4;;13;;14/05/2018  03:30:00 ;;03:00
14/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;Momento da Pesca;;Pesca de caiaque no piscoso rio Teles Pires;;7;;7;;14/05/2018  04:30:00 ;;03:30
14/05/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;Biopesca;;Peixes variados em Juruena;;5;;8;;14/05/2018  05:00:00 ;;04:30
14/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Destinos;;Navegue pelo Rio Negro com a Ecofishing – parte 2;;4;;28;;14/05/2018  05:30:00 ;;05:00
14/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Elas na Pesca;;Pescando nos canais do Aquafort;;4;;7;;14/05/2018  06:00:00 ;;05:30
14/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;FishTV Teste;;Linha Seaguar Smackdown e molinete Saint Plus Urano 5000;;4;;13;;14/05/2018 06:30:00;;06:00
14/05/2018 06:30:00;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Pesca Dinâmica;;Expedição Pantanal – rodada e corrico;;3;;7;;14/05/2018  07:00:00 ;;06:30
14/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Pasión Por La Pesca;;Pescaria variada em Itatí;;5;;23;;14/05/2018  07:30:00 ;;07:00
14/05/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;14/05/2018  08:30:00 ;;07:30
14/05/2018  08:30:00 ;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;;;Provas e Torneios;;Circuito Brasil-Sul 2018 – 1ª Etapa – Imbé-RS;;5;;25;;14/05/2018  09:00:00 ;;08:30
14/05/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;Na Pegada do Fly;;A pegada dos dourados argentinos;;7;;5;;14/05/2018  10:00:00 ;;09:00
14/05/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;Momento da Pesca;;Variada pescaria no rio Tarumã;;6;;26;;14/05/2018  11:00:00 ;;10:00
14/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Elas na Pesca;;Pescando nos canais do Aquafort;;4;;7;;14/05/2018  11:30:00 ;;11:00
14/05/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Sabores;;Carne suína e legumes assados, sanduíche de carne desfiada e banana assada;;2;;3;;14/05/2018  12:00:00 ;;11:30
14/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;14/05/2018  12:30:00 ;;12:00
14/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Provas e Torneios;;Circuito Brasil-Sul 2018 – 1ª Etapa – Imbé-RS;;5;;25;;14/05/2018  13:00:00 ;;12:30
14/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Coração de Pescador;;Bargadas e Cacharas no rio Araguaia, em Goiás;;4;;22;;14/05/2018  13:30:00 ;;13:00
14/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Aquarismo;;Conheça o espetacular oceanário de Lisboa;;4;;11;;14/05/2018  14:00:00 ;;13:30
14/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;14/05/2018  15:00:00 ;;14:00
14/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;14/05/2018  16:00:00 ;;15:00
14/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Na Pegada do Fly;;A pegada dos dourados argentinos;;7;;5;;14/05/2018  17:00:00 ;;16:00
14/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;14/05/2018  17:30:00 ;;17:00
14/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Pesca Dinâmica;;Expedição Pantanal – rodada e corrico;;3;;7;;14/05/2018  18:00:00 ;;17:30
14/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Coração de Pescador;;As grande piraíbas do rio Araguaia;;4;;14;;14/05/2018  18:30:00 ;;18:00
14/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;14/05/2018  19:00:00 ;;18:30
14/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;14/05/2018  20:00:00 ;;19:00
14/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;A Meta;;Jacaré-açu;;2;;4;;14/05/2018  21:00:00 ;;20:00
14/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;14/05/2018  22:00:00 ;;21:00
14/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;;;Biopesca;;Peixes variados em Juruena;;5;;8;;14/05/2018  22:30:00 ;;22:00
14/05/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;14/05/2018  23:00:00 ;;22:30
14/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;15/05/2018  00:00:00 ;;23:00
15/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;FishTV Teste;;Linha Seaguar Smackdown e molinete Saint Plus Urano 5000;;4;;13;;15/05/2018  00:30:00 ;;00:00
15/05/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Pesca Dinâmica;;Expedição Pantanal – rodada e corrico;;3;;7;;15/05/2018  01:00:00 ;;00:30
15/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Pasión Por La Pesca;;Pescaria variada em Itatí;;5;;23;;15/05/2018  01:30:00 ;;01:00
15/05/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;15/05/2018  02:30:00 ;;01:30
15/05/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;;;Provas e Torneios;;Circuito Brasil-Sul 2018 – 1ª Etapa – Imbé-RS;;5;;25;;15/05/2018  03:00:00 ;;02:30
15/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;Na Pegada do Fly;;A pegada dos dourados argentinos;;7;;5;;15/05/2018  04:00:00 ;;03:00
15/05/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;Momento da Pesca;;Variada pescaria no rio Tarumã;;6;;26;;15/05/2018  05:00:00 ;;04:00
15/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Elas na Pesca;;Pescando nos canais do Aquafort;;4;;7;;15/05/2018  05:30:00 ;;05:00
15/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Sabores;;Carne suína e legumes assados, sanduíche de carne desfiada e banana assada;;2;;3;;15/05/2018  06:00:00 ;;05:30
15/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Fishing Guide;;Esportiva pesca na Argentina;;2;;12;;15/05/2018  06:30:00 ;;06:00
