Horário Início;;INT1;INTE2;INTE3;INTE4;;Programa;;Episódio;;Temporada;;N. Episódio;;INT1;INTE2;INTE3;INTE4;;Total_Domicilio;;INT1;INTE2;INTE3;INTE4;;Total_Individuos;
21/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Fishing Guide;;Tucunarés-açu do rio Negro;;2;;1;;00:11:00;00:00:00;;;;00:11:00;;00:11:00;00:00:00;;;;00:11:00;
21/05/2018 01:30:00;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;A Arte do Atado;;Isca sapinho de preguiçoso;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
21/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;00:00:00;00:00:00;00:00:00;00:10:00;;00:10:00;;00:00:00;00:00:00;00:00:00;00:10:00;;00:10:00;
21/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;00:15:00;00:15:00;;;;00:30:00;;00:15:00;00:15:00;;;;00:30:00;
21/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;00:15:00;00:12:00;00:00:00;00:00:00;;00:27:00;;00:15:00;00:12:00;00:00:00;00:00:00;;00:27:00;
21/05/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;Biopesca;;Dourados do rio Manso;;5;;10;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
21/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
21/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Aquarismo;;Manutenção e limpeza de aquário – Parte 2;;2;;14;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
21/05/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
21/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
21/05/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;;;Pasión Por La Pesca;;Belas traíras argentinas;;5;;1;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
21/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;00:00:00;00:00:00;00:01:00;00:00:00;;00:01:00;;00:00:00;00:00:00;00:01:00;00:00:00;;00:01:00;
21/05/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;00:00:00;00:03:25;;;;00:03:25;;00:00:00;00:03:24;;;;00:03:24;
21/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;00:07:54;00:15:00;00:09:07;00:08:00;;00:40:01;;00:07:50;00:15:00;00:09:08;00:08:00;;00:39:58;
21/05/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;;;Destinos;;Uma aventura com a Tribo da Pesca na pousada Asa Branca;;4;;29;;00:03:00;00:15:00;;;;00:18:00;;00:03:00;00:15:00;;;;00:18:00;
21/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Elas na Pesca;;Variada pescaria na Argentina;;4;;8;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
21/05/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;00:00:00;00:06:00;;;;00:06:00;;00:00:00;00:06:00;;;;00:06:00;
21/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
21/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
21/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Coração de Pescador;;Tambaqui no Teles Pires;;4;;23;;00:00:00;00:02:00;;;;00:02:00;;00:00:00;00:02:00;;;;00:02:00;
21/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Aquarismo;;Visita à fábrica da Boyu na China;;4;;12;;00:02:00;00:05:00;;;;00:07:00;;00:02:00;00:05:00;;;;00:07:00;
21/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;00:03:55;00:01:00;00:01:00;00:04:00;;00:09:55;;00:03:41;00:01:00;00:01:00;00:04:00;;00:09:41;
21/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;00:00:00;00:00:00;00:00:00;00:02:00;;00:02:00;;00:00:00;00:00:00;00:00:00;00:02:00;;00:02:00;
21/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;00:02:57;00:06:00;00:09:12;00:02:00;;00:20:09;;00:03:00;00:06:00;00:08:51;00:02:00;;00:19:51;
21/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;00:01:00;00:01:00;;;;00:02:00;;00:01:00;00:01:00;;;;00:02:00;
21/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;00:00:00;00:10:00;;;;00:10:00;;00:00:00;00:10:00;;;;00:10:00;
21/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Coração de Pescador;;Em busca do pirarucu nas águas do Cristalino;;4;;15;;00:02:44;00:00:00;;;;00:02:44;;00:02:46;00:00:00;;;;00:02:46;
21/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Fish TV News;;Congresso Brasileiro de Engenharia de Pesca;;5;;6;;00:01:00;00:02:54;;;;00:03:54;;00:01:00;00:02:39;;;;00:03:39;
21/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;00:07:08;00:01:00;00:04:46;00:02:12;;00:15:06;;00:06:15;00:01:00;00:05:33;00:02:07;;00:14:55;
21/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;A Meta;;A linha;;2;;5;;00:02:00;00:00:00;00:03:00;00:02:56;;00:07:56;;00:01:58;00:00:00;00:03:00;00:03:01;;00:07:59;
21/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;00:02:58;00:07:47;00:06:32;00:11:51;;00:29:08;;00:03:09;00:08:04;00:07:36;00:12:33;;00:31:22;
21/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;;;Biopesca;;Dourados do rio Manso;;5;;10;;00:02:58;00:05:25;;;;00:08:23;;00:02:53;00:05:34;;;;00:08:27;
21/05/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;A Meta;;A linha;;2;;5;;00:02:08;00:01:28;00:00:00;00:00:00;;00:03:36;;00:02:11;00:01:26;00:00:00;00:00:00;;00:03:37;
21/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;00:03:50;00:12:34;;;;00:16:24;;00:03:56;00:11:33;;;;00:15:29;
22/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Aquarismo;;Manutenção e limpeza de aquário – Parte 2;;2;;14;;00:02:00;00:00:00;;;;00:02:00;;00:02:00;00:00:00;;;;00:02:00;
22/05/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
22/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
22/05/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;Pasión Por La Pesca;;Belas traíras argentinas;;5;;1;;00:14:00;00:09:44;;;;00:23:44;;00:14:00;00:10:16;;;;00:24:16;
22/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;00:05:16;00:00:00;00:00:00;00:00:00;;00:05:16;;00:05:44;00:00:00;00:00:00;00:00:00;;00:05:44;
22/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;00:00:00;00:02:00;;;;00:02:00;;00:00:00;00:02:00;;;;00:02:00;
22/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;00:00:00;00:00:00;00:00:00;00:03:00;;00:03:00;;00:00:00;00:00:00;00:00:00;00:03:00;;00:03:00;
22/05/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;Destinos;;Uma aventura com a Tribo da Pesca na pousada Asa Branca;;4;;29;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
22/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Elas na Pesca;;Variada pescaria na Argentina;;4;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
22/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
22/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Fishing Guide;;Tucunarés-açu do rio Negro;;2;;1;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
22/05/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Fish TV News;;Congresso Brasileiro de Engenharia de Pesca;;5;;6;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
22/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;00:00:00;00:10:00;00:15:00;00:15:00;;00:40:00;;00:00:00;00:10:00;00:15:00;00:15:00;;00:40:00;
22/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;00:15:00;00:05:00;;;;00:20:00;;00:15:00;00:05:00;;;;00:20:00;
22/05/2018  08:30:00 ;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;A Meta;;A linha;;2;;5;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
22/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;00:06:00;00:02:00;;;;00:08:00;;00:06:00;00:02:00;;;;00:08:00;
22/05/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;00:01:00;00:15:00;00:04:44;00:00:00;;00:20:44;;00:01:00;00:15:00;00:04:55;00:00:00;;00:20:55;
22/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;00:01:00;00:03:00;;;;00:04:00;;00:01:00;00:03:00;;;;00:04:00;
22/05/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Biopesca;;Esportivas cacharas no rio Teles Pires;;4;;12;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
22/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Coração de Pescador;;Em busca do pirarucu nas águas do Cristalino;;4;;15;;00:00:00;00:06:00;;;;00:06:00;;00:00:00;00:06:00;;;;00:06:00;
22/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Fish TV News;;Congresso Brasileiro de Engenharia de Pesca;;5;;6;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
22/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
22/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;A Meta;;A linha;;2;;5;;00:00:00;00:00:00;00:02:00;00:00:00;;00:02:00;;00:00:00;00:00:00;00:02:00;00:00:00;;00:02:00;
22/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;00:00:00;00:02:00;00:02:39;00:01:33;;00:06:12;;00:00:00;00:02:00;00:02:38;00:01:27;;00:06:05;
22/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;;;;Biopesca;;Dourados do rio Manso;;5;;10;;00:03:56;00:00:00;;;;00:03:56;;00:03:56;00:00:00;;;;00:03:56;
22/05/2018  16:30:00 ;;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;00:00:00;00:13:00;;;;00:13:00;;00:00:00;00:13:00;;;;00:13:00;
22/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;00:06:00;00:00:00;00:00:00;00:00:00;;00:06:00;;00:06:00;00:00:00;00:00:00;00:00:00;;00:06:00;
22/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Aquarismo;;Visita à fábrica da Boyu na China;;4;;12;;00:00:00;00:04:00;;;;00:04:00;;00:00:00;00:04:00;;;;00:04:00;
22/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Ases da Pesca em Ação;;Maicon Bianchi e sua paixão pela pesca de tucunarés;;5;;1;;00:01:53;00:02:38;;;;00:04:31;;00:01:40;00:02:39;;;;00:04:19;
22/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;00:02:00;00:01:00;;;;00:03:00;;00:02:00;00:01:00;;;;00:03:00;
22/05/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;20:00:00 - 20:15:00;20:15:00 - 20:30:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;00:03:00;00:02:04;00:05:08;00:07:09;;00:17:21;;00:03:00;00:01:52;00:03:49;00:07:21;;00:16:02;
22/05/2018  20:30:00 ;;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;;;A Arte do Atado;;Mini streamer;;5;;3;;00:02:32;00:08:12;;;;00:10:44;;00:02:34;00:08:14;;;;00:10:48;
22/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;00:04:52;00:04:33;00:09:18;00:08:55;;00:27:38;;00:04:59;00:05:12;00:09:16;00:08:42;;00:28:09;
22/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;00:03:16;00:03:35;00:09:16;00:03:00;;00:19:07;;00:03:18;00:03:34;00:09:02;00:03:00;;00:18:54;
22/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;;;Coração de Pescador;;Tambaqui no Teles Pires;;4;;23;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
22/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Aquarismo;;Captura e distribuição dos peixes ornamentais;;4;;23;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
23/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Fishing Guide;;Tucunarés-açu do rio Negro;;2;;1;;00:03:43;00:00:00;;;;00:03:43;;00:03:54;00:00:00;;;;00:03:54;
23/05/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Fish TV News;;Congresso Brasileiro de Engenharia de Pesca;;5;;6;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
23/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
23/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
23/05/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;A Meta;;A linha;;2;;5;;00:01:00;00:00:00;00:00:00;00:00:00;;00:01:00;;00:01:00;00:00:00;00:00:00;00:00:00;;00:01:00;
23/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
23/05/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
23/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
23/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Elas na Pesca;;Variada pescaria na Argentina;;4;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
23/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
23/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Biopesca;;Dourados do rio Manso;;5;;10;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
23/05/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;;;FishTV Teste;;Linha Tectam Premium Plus e vara Tactic;;4;;15;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
23/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;A Meta;;A linha;;2;;5;;00:02:00;00:09:00;00:15:00;00:02:00;;00:28:00;;00:02:00;00:09:00;00:15:00;00:02:00;;00:28:00;
23/05/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;00:00:00;00:00:00;00:01:00;00:00:00;;00:01:00;;00:00:00;00:00:00;00:01:00;00:00:00;;00:01:00;
23/05/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;00:06:00;00:01:00;00:00:00;00:12:00;;00:19:00;;00:06:00;00:01:00;00:00:00;00:12:00;;00:19:00;
23/05/2018 11:00:00;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;00:15:00;00:15:00;00:15:00;00:06:29;;00:51:29;;00:15:00;00:15:00;00:15:00;00:05:48;;00:50:48;
23/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Aquarismo;;Visita à fábrica da Boyu na China;;4;;12;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
23/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Ases da Pesca em Ação;;Maicon Bianchi e sua paixão pela pesca de tucunarés;;5;;1;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
23/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;00:02:00;00:01:00;;;;00:03:00;;00:02:00;00:01:00;;;;00:03:00;
23/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;14:00:00 - 14:15:00;14:15:00 - 14:30:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;00:00:00;00:02:03;00:00:00;00:01:39;;00:03:42;;00:00:00;00:02:15;00:00:00;00:01:38;;00:03:53;
23/05/2018  14:30:00 ;;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;;;A Arte do Atado;;Mini streamer;;5;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
23/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;;;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;00:00:00;00:03:34;;;;00:03:34;;00:00:00;00:03:29;;;;00:03:29;
23/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;00:01:00;00:01:00;00:00:00;00:02:47;;00:04:47;;00:01:00;00:01:00;00:00:00;00:02:32;;00:04:32;
23/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Coração de Pescador;;Tambaqui no Teles Pires;;4;;23;;00:01:00;00:02:29;;;;00:03:29;;00:01:00;00:02:30;;;;00:03:30;
23/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Aquarismo;;Captura e distribuição dos peixes ornamentais;;4;;23;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
23/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Pesca Dinâmica;;Pescaria variada com camarão artificial;;3;;9;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
23/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Pasión Por La Pesca;;Grandes dourados no Rio Uruguai;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
23/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Coração de Pescador;;Os grandes açús do rio Negro;;4;;16;;00:00:00;00:04:08;;;;00:04:08;;00:00:00;00:05:00;;;;00:05:00;
