Horário Início;;Programa;;Episódio;;Temporada;;N. Episódio;;Cov_INT1;Cov_INTE2;Cov_INTE3;Cov_INTE4;;Cov_Total_Domicilio;;Cov_INT1;Cov_INTE2;Cov_INTE3;Cov_INTE4;;Cov_Total_Individuos;;Rat_INT1;Rat_INTE2;Rat_INTE3;Rat_INTE4;;Rat_Total_Domicilio;;Rat_INT1;Rat_INTE2;Rat_INTE3;Rat_INTE4;;Rat_Total_Individuos;;Ats_INT1;Ats_INTE2;Ats_INTE3;Ats_INTE4;;Ats_Total_Domicilio;;Ats_INT1;Ats_INTE2;Ats_INTE3;Ats_INTE4;;Ats_Total_Individuos;;;Aff_INT1;Aff_INTE2;Aff_INTE3;Aff_INTE4;;Aff_Total_Domicilio;;Aff_INT1;Aff_INTE2;Aff_INTE3;Aff_INTE4;;Aff_Total_Individuos;;Horário Termino
18/05/2018  19:00:00 ;;Biopesca;;Variados peixes de couro do rio Paraguai;;5;;9;;11,81;4,579;;;;16,389;;16,22;3,291;;;;19,511;;0,308;1,054;;;;1,362;;0,363;1,029;;;;1,392;;00:01:00;00:02:42;;;;0:03:42;;0:01:00;0:02:42;;;;0:03:42;;;11,81;4,579;;;;16,389;;16,22;3,291;;;;19,511;;25/02/2018  12:00:00 
18/05/2018 19:30:00;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;4,565;9,522;;;;14,087;;3,928;8,238;;;;12,166;;0,472;0;;;;0,472;;0,467;0;;;;0,467;;00:04:00;00:00:00;;;;0:04:00;;0:04:00;0:00:00;;;;0:04:00;;;4,565;9,522;;;;14,087;;3,928;8,238;;;;12,166;;25/02/2018  12:30:00 
18/05/2018  20:00:00 ;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;13,19;1,306;7,537;8,835;;30,868;;19,63;1,08;9,926;7,161;;37,797;;3,73;3,551;4,91;3,418;;15,609;;4,072;5,737;9,926;7,161;;26,896;;00:03:31;00:15:00;0:06:55;0:15:00;;0:40:26;;0:03:25;0:15:00;0:06:21;0:15:00;;0:39:46;;;13,19;1,306;7,537;8,835;;30,868;;19,63;1,08;9,926;7,161;;37,797;;25/02/2018  13:30:00 
18/05/2018  21:00:00 ;;Fishing Guide;;Tucunarés-açu do rio Negro;;2;;1;;6,358;8,627;;;;14,985;;8,155;11,77;;;;19,925;;8,751;11,08;;;;19,831;;8,191;11,47;;;;19,661;;00:07:50;00:07:37;;;;0:15:27;;0:08:17;0:07:44;;;;0:16:01;;;6,358;8,627;;;;14,985;;8,155;11,77;;;;19,925;;25/02/2018  14:00:00 
18/05/2018  21:30:00 ;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;0;7,225;;;;7,225;;0;7,441;;;;7,441;;7,469;7,211;;;;14,68;;9,375;9,283;;;;18,658;;00:08:58;00:10:13;;;;0:19:11;;0:09:50;0:11:11;;;;0:21:01;;;0;7,225;;;;7,225;;0;7,441;;;;7,441;;25/02/2018  15:00:00 
18/05/2018  22:00:00 ;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;12,47;21,64;;;;34,11;;17,16;25,4;;;;42,56;;4,611;4,72;;;;9,331;;4,342;4,541;;;;8,883;;00:06:02;00:08:32;;;;0:14:34;;0:06:11;0:08:37;;;;0:14:48;;;12,47;21,64;;;;34,11;;17,16;25,4;;;;42,56;;25/02/2018  15:30:00 
18/05/2018  22:30:00 ;;Aquarismo;;Os peixes ornamentais do rio Xingu;;4;;22;;8,728;4,742;;;;13,47;;12,47;4,152;;;;16,622;;5,068;3,418;;;;8,486;;4,759;3,32;;;;8,079;;00:04:42;00:15:00;;;;0:19:42;;0:04:48;0:15:00;;;;0:19:48;;;8,728;4,742;;;;13,47;;12,47;4,152;;;;16,622;;25/02/2018  16:00:00 
18/05/2018  23:00:00 ;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;3,313;3,313;;;;6,626;;3,422;3,422;;;;6,844;;3,418;3,709;;;;7,127;;3,32;3,54;;;;6,86;;00:15:00;00:07:09;;;;0:22:09;;0:15:00;0:08:01;;;;0:23:01;;;3,313;3,313;;;;6,626;;3,422;3,422;;;;6,844;;25/02/2018  16:30:00 
19/05/2018  00:00:00 ;;Custom Fishing;;Vara customizada de molinete para isca artificial leve;;1;;5;;4,786;4,786;;;;9,572;;13,76;13,76;;;;27,52;;3,523;0;;;;3,523;;3,338;0;;;;3,338;;00:11:00;00:00:00;;;;0:11:00;;0:11:00;0:00:00;;;;0:11:00;;;4,786;4,786;;;;9,572;;13,76;13,76;;;;27,52;;25/02/2018  17:30:00 
19/05/2018  00:30:00 ;;Biopesca;;Pescaria de aruanã com isca artificial no rio Araguaia;;4;;11;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;25/02/2018  18:00:00 
19/05/2018  01:00:00 ;;Aquarismo;;Manutenção e limpeza de aquário – Parte 2;;2;;14;;4,681;0;;;;4,681;;8,791;0;;;;8,791;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;4,681;0;;;;4,681;;8,791;0;;;;8,791;;25/02/2018  18:30:00 
19/05/2018  01:30:00 ;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;0;0;0;0;;0;;0;0;0;0;;0;;0,316;0;0;0;;0,316;;0,293;0;0;0;;0,293;;00:01:00;00:00:00;0:00:00;0:00:00;;0:01:00;;0:01:00;0:00:00;0:00:00;0:00:00;;0:01:00;;;0;0;0;0;;0;;0;0;0;0;;0;;25/02/2018  19:00:00 
19/05/2018  02:30:00 ;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;0;0;0;0;;0;;0;0;0;0;;0;;25/02/2018  19:30:00 
19/05/2018  03:30:00 ;;Pasión Por La Pesca;;Belas traíras argentinas;;5;;1;;0;0;;;;0;;0;0;;;;0;;0;1,397;;;;1,397;;0;1,167;;;;1,167;;00:00:00;00:05:00;;;;0:05:00;;0:00:00;0:05:00;;;;0:05:00;;;0;0;;;;0;;0;0;;;;0;;25/02/2018  20:00:00 
19/05/2018  04:00:00 ;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;0;0;;;;0;;0;0;;;;0;;4,19;1,676;;;;5,866;;3,502;1,401;;;;4,903;;00:15:00;00:06:00;;;;0:21:00;;0:15:00;0:06:00;;;;0:21:00;;;0;0;;;;0;;0;0;;;;0;;25/02/2018  21:00:00 
19/05/2018  04:30:00 ;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;0;0;0;0;;0;;0;0;0;0;;0;;1,692;0,39;0;0;;2,082;;1,583;0,365;0;0;;1,948;;00:13:00;00:03:00;0:00:00;0:00:00;;0:16:00;;0:13:00;0:03:00;0:00:00;0:00:00;;0:16:00;;;0;0;0;0;;0;;0;0;0;0;;0;;25/02/2018  22:00:00 
19/05/2018  05:30:00 ;;A Arte do Atado;;Isca sapinho de preguiçoso;;5;;2;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;25/02/2018  23:00:00 
19/05/2018  06:00:00 ;;A Meta;;Jacaré-açu;;2;;4;;0;0;0;5,112;;5,112;;0;0;0;9,647;;9,647;;0;0;0;0;;0;;0;0;0;9,647;;9,647;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;0;0;0;5,112;;5,112;;0;0;0;9,647;;9,647;;26/02/2018  00:00:00 
19/05/2018  07:00:00 ;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;5,112;8,699;;;;13,811;;9,647;19,75;;;;29,397;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;5,112;8,699;;;;13,811;;9,647;19,75;;;;29,397;;26/02/2018  00:30:00 
19/05/2018  07:30:00 ;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;5,112;0;;;;5,112;;9,647;0;;;;9,647;;0;0,992;;;;0,992;;0;1,501;;;;1,501;;00:00:00;00:01:25;;;;0:01:25;;0:00:00;0:01:18;;;;0:01:18;;;5,112;0;;;;5,112;;9,647;0;;;;9,647;;26/02/2018  01:00:00 
19/05/2018  08:00:00 ;;Biopesca;;Pescaria de aruanã com isca artificial no rio Araguaia;;4;;11;;5,832;4,09;;;;9,922;;10,48;3,138;;;;13,618;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;5,832;4,09;;;;9,922;;10,48;3,138;;;;13,618;;26/02/2018  01:30:00 
19/05/2018  08:30:00 ;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;17,06;12,17;;;;29,23;;14,57;10,45;;;;25,02;;2,465;0,84;;;;3,305;;3,577;0,717;;;;4,294;;00:04:55;00:04:00;;;;0:08:55;;0:05:36;0:04:00;;;;0:09:36;;;17,06;12,17;;;;29,23;;14,57;10,45;;;;25,02;;26/02/2018  02:00:00 
19/05/2018  09:00:00 ;;Momento da Pesca;;Pesca variada no rio Cururu;;6;;24;;3,871;4,632;4,071;2,804;;15,378;;3,538;3,652;3,288;2,252;;12,73;;0;2,081;1,667;3,269;;7,017;;0;4,795;3,288;2,252;;10,335;;00:00:00;00:06:00;0:03:27;0:15:00;;0:24:27;;0:00:00;0:06:00;0:03:22;0:15:00;;0:24:22;;;3,871;4,632;4,071;2,804;;15,378;;3,538;3,652;3,288;2,252;;12,73;;26/02/2018  03:00:00 
19/05/2018  10:00:00 ;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;4,904;4,414;;;;9,318;;3,651;4,094;;;;7,745;;4,659;4,565;;;;9,224;;3,92;3,928;;;;7,848;;00:08:55;00:15:00;;;;0:23:55;;0:08:51;0:15:00;;;;0:23:51;;;4,904;4,414;;;;9,318;;3,651;4,094;;;;7,745;;26/02/2018  03:30:00 
19/05/2018  10:30:00 ;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;5,298;13,67;8,121;13,85;;40,939;;4,811;15,56;9,652;13,91;;43,933;;4,565;4,565;6,997;6,147;;22,274;;3,928;3,928;9,652;13,91;;31,418;;00:15:00;00:15:00;0:07:44;0:07:13;;0:44:57;;0:15:00;0:15:00;0:08:00;0:06:43;;0:44:43;;;5,298;13,67;8,121;13,85;;40,939;;4,811;15,56;9,652;13,91;;43,933;;26/02/2018  04:00:00 
19/05/2018  11:30:00 ;;Destinos;;Uma aventura com a Tribo da Pesca na pousada Asa Branca;;4;;29;;0;0;;;;0;;0;0;;;;0;;4,565;3,956;;;;8,521;;3,928;3,404;;;;7,332;;00:15:00;00:13:00;;;;0:28:00;;0:15:00;0:13:00;;;;0:28:00;;;0;0;;;;0;;0;0;;;;0;;26/02/2018  04:30:00 
19/05/2018  12:00:00 ;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;3,969;14,26;;;;18,229;;4,625;21,77;;;;26,395;;0;2,99;;;;2,99;;0;4,923;;;;4,923;;00:00:00;00:05:40;;;;0:05:40;;0:00:00;0:07:26;;;;0:07:26;;;3,969;14,26;;;;18,229;;4,625;21,77;;;;26,395;;26/02/2018  05:00:00 
19/05/2018  12:30:00 ;;Coração de Pescador;;Tambaqui no Teles Pires;;4;;23;;14,26;13,46;;;;27,72;;15,88;11,26;;;;27,14;;1,81;1,623;;;;3,433;;2,978;3,835;;;;6,813;;00:03:53;00:03:08;;;;0:07:01;;0:04:33;0:03:55;;;;0:08:28;;;14,26;13,46;;;;27,72;;15,88;11,26;;;;27,14;;26/02/2018  05:30:00 
19/05/2018  13:00:00 ;;Biopesca;;Variados peixes de couro do rio Paraguai;;5;;9;;9,032;16,44;;;;25,472;;10,2;14,36;;;;24,56;;0;1,576;;;;1,576;;0;0,916;;;;0,916;;00:00:00;00:07:00;;;;0:07:00;;0:00:00;0:07:00;;;;0:07:00;;;9,032;16,44;;;;25,472;;10,2;14,36;;;;24,56;;26/02/2018  06:00:00 
19/05/2018  13:30:00 ;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;10,26;22,39;;;;32,65;;10,14;29,73;;;;39,87;;3,378;4,108;;;;7,486;;1,962;2,718;;;;4,68;;00:15:00;00:06:58;;;;0:21:58;;0:15:00;0:05:21;;;;0:20:21;;;10,26;22,39;;;;32,65;;10,14;29,73;;;;39,87;;26/02/2018  06:30:00 
19/05/2018  14:00:00 ;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;9,187;8,404;3,978;21,41;;42,979;;7,872;9,331;5,986;19,08;;42,269;;8,363;7,464;6,508;1,058;;23,393;;6,621;5,956;5,986;19,08;;37,643;;00:05:33;00:07:43;0:10:21;0:01:42;;0:25:19;;0:04:57;0:07:44;0:11:45;0:01:38;;0:26:04;;;9,187;8,404;3,978;21,41;;42,979;;7,872;9,331;5,986;19,08;;42,269;;26/02/2018  07:00:00 
19/05/2018  15:00:00 ;;Fishing Guide;;Tucunarés-açu do rio Negro;;2;;1;;15,32;4,886;;;;20,206;;16,08;5,359;;;;21,439;;2,313;0,289;;;;2,602;;2,535;0,317;;;;2,852;;00:08:00;00:01:00;;;;0:09:00;;0:08:00;0:01:00;;;;0:09:00;;;15,32;4,886;;;;20,206;;16,08;5,359;;;;21,439;;26/02/2018  07:30:00 
19/05/2018  15:30:00 ;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;9,56;5,298;;;;14,858;;7,683;4,811;;;;12,494;;1,341;0;;;;1,341;;1,307;0;;;;1,307;;00:01:48;00:00:00;;;;0:01:48;;0:01:47;0:00:00;;;;0:01:47;;;9,56;5,298;;;;14,858;;7,683;4,811;;;;12,494;;26/02/2018  08:00:00 
19/05/2018  16:00:00 ;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;0;0;;;;0;;0;0;;;;0;;0,553;0;;;;0,553;;0,549;0;;;;0,549;;00:01:00;00:00:00;;;;0:01:00;;0:01:00;0:00:00;;;;0:01:00;;;0;0;;;;0;;0;0;;;;0;;26/02/2018  09:00:00 
19/05/2018  16:30:00 ;;Aquarismo;;Os peixes ornamentais do rio Xingu;;4;;22;;0;3,806;;;;3,806;;0;10,33;;;;10,33;;0,245;0;;;;0,245;;0,14;0;;;;0,14;;00:01:00;00:00:00;;;;0:01:00;;0:01:00;0:00:00;;;;0:01:00;;;0;3,806;;;;3,806;;0;10,33;;;;10,33;;26/02/2018  09:30:00 
19/05/2018  17:00:00 ;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;0;7,528;8,642;3,806;;19,976;;0;6,611;15,26;10,33;;32,201;;0,29;3,371;1,1;2,418;;7,179;;0,309;8,058;15,26;10,33;;33,957;;00:01:00;00:05:18;0:01:44;0:03:42;;0:11:44;;0:01:00;0:07:42;0:02:12;0:04:15;;0:15:09;;;0;7,528;8,642;3,806;;19,976;;0;6,611;15,26;10,33;;32,201;;26/02/2018  10:00:00 
19/05/2018  18:00:00 ;;Aquarismo;;Conheça o espetacular oceanário de Lisboa;;4;;11;;8,625;8,409;;;;17,034;;14,93;7,497;;;;22,427;;0;0,466;;;;0,466;;0;0,456;;;;0,456;;00:00:00;00:01:00;;;;0:01:00;;0:00:00;0:01:00;;;;0:01:00;;;8,625;8,409;;;;17,034;;14,93;7,497;;;;22,427;;26/02/2018  10:30:00 
19/05/2018  18:30:00 ;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;8,409;7,522;8,775;6,763;;31,469;;7,497;13,64;9,663;7,199;;37,999;;1,042;2,494;0,962;0,305;;4,803;;2,104;2,483;9,663;7,199;;21,449;;00:02:44;00:03:44;0:01:13;0:01:00;;0:08:41;;0:03:09;0:02:40;0:01:14;0:01:00;;0:08:03;;;8,409;7,522;8,775;6,763;;31,469;;7,497;13,64;9,663;7,199;;37,999;;26/02/2018  11:30:00 
19/05/2018  19:30:00 ;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;6,763;3,969;;;;10,732;;7,199;4,273;;;;11,472;;4,261;5,556;;;;9,817;;3,666;4,79;;;;8,456;;00:14:00;00:08:45;;;;0:22:45;;0:14:00;0:08:43;;;;0:22:43;;;6,763;3,969;;;;10,732;;7,199;4,273;;;;11,472;;26/02/2018  12:00:00 
19/05/2018  20:00:00 ;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;9,071;9,473;4,546;8,448;;31,538;;8,569;8,148;4,09;7,418;;28,225;;4,987;0,348;0,795;1,472;;7,602;;6,493;0,288;4,09;7,418;;18,289;;00:05:40;00:04:00;0:01:35;0:02:30;;0:13:45;;0:04:58;0:04:00;0:01:24;0:02:28;;0:12:50;;;9,071;9,473;4,546;8,448;;31,538;;8,569;8,148;4,09;7,418;;28,225;;26/02/2018  12:30:00 
19/05/2018  21:00:00 ;;A Arte do Atado;;Isca sapinho de preguiçoso;;5;;2;;0;4,995;;;;4,995;;0;13,22;;;;13,22;;0,424;0,865;;;;1,289;;0,544;1,044;;;;1,588;;00:01:00;00:01:30;;;;0:02:30;;0:01:00;0:01:20;;;;0:02:20;;;0;4,995;;;;4,995;;0;13,22;;;;13,22;;26/02/2018  13:00:00 
19/05/2018  21:30:00 ;;Elas na Pesca;;Variada pescaria na Argentina;;4;;8;;13,85;6,506;;;;20,356;;22,14;6,936;;;;29,076;;0;1,709;;;;1,709;;0;1,783;;;;1,783;;00:00:00;00:03:33;;;;0:03:33;;0:00:00;0:03:36;;;;0:03:36;;;13,85;6,506;;;;20,356;;22,14;6,936;;;;29,076;;26/02/2018  13:30:00 
19/05/2018 22:00:00;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;16,4;3,556;;;;19,956;;17,29;4,107;;;;21,397;;3,223;5,953;;;;9,176;;5,63;10,32;;;;15,95;;00:03:53;00:04:08;;;;0:08:01;;0:04:55;0:06:06;;;;0:11:01;;;16,4;3,556;;;;19,956;;17,29;4,107;;;;21,397;;26/02/2018  14:00:00 
19/05/2018  22:30:00 ;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;9,088;3,556;0;0;;12,644;;9,649;4,107;0;0;;13,756;;5,051;0,632;0,221;1,546;;7,45;;5,235;0,554;0;0;;5,789;;00:08:41;00:02:00;0:01:00;0:07:00;;0:18:41;;0:06:18;0:02:00;0:01:00;0:07:00;;0:16:18;;;9,088;3,556;0;0;;12,644;;9,649;4,107;0;0;;13,756;;26/02/2018  15:00:00 
19/05/2018  23:30:00 ;;Fish TV News;;Congresso Brasileiro de Engenharia de Pesca;;5;;6;;4,93;0;;;;4,93;;4,035;0;;;;4,035;;2,734;0,442;;;;3,176;;3,048;0,456;;;;3,504;;00:05:12;00:02:00;;;;0:07:12;;0:03:59;0:02:00;;;;0:05:59;;;4,93;0;;;;4,93;;4,035;0;;;;4,035;;26/02/2018  16:00:00 
20/05/2018  00:00:00 ;;A Meta;;Jacaré-açu;;2;;4;;15,66;4,389;0;4,063;;24,112;;21,84;3,834;0;3,826;;29,5;;1,595;0,319;0;0;;1,914;;4,588;0,918;0;3,826;;9,332;;00:05:00;00:01:00;0:00:00;0:00:00;;0:06:00;;0:05:00;0:01:00;0:00:00;0:00:00;;0:06:00;;;15,66;4,389;0;4,063;;24,112;;21,84;3,834;0;3,826;;29,5;;26/02/2018  17:00:00 
20/05/2018  01:00:00 ;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;1,628;0;;;;1,628;;2,043;0;;;;2,043;;0,624;0;;;;0,624;;1,172;0;;;;1,172;;00:02:00;00:00:00;;;;0:02:00;;0:02:00;0:00:00;;;;0:02:00;;;1,628;0;;;;1,628;;2,043;0;;;;2,043;;26/02/2018  18:00:00 
20/05/2018  01:30:00 ;;Sabores;;Moqueca de camarão, camarão na abóbora, tilápia ao molho e provolone;;2;;4;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;26/02/2018  18:30:00 
20/05/2018  02:00:00 ;;Biopesca;;Pescaria de aruanã com isca artificial no rio Araguaia;;4;;11;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;26/02/2018  19:00:00 
20/05/2018  02:30:00 ;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;0;4,389;;;;4,389;;0;3,834;;;;3,834;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;4,389;;;;4,389;;0;3,834;;;;3,834;;26/02/2018  20:00:00 
20/05/2018  03:00:00 ;;Momento da Pesca;;Pesca variada no rio Cururu;;6;;24;;4,389;4,389;4,389;4,389;;17,556;;3,834;3,834;3,834;3,834;;15,336;;0;0;0;0;;0;;0;0;3,834;3,834;;7,668;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;4,389;4,389;4,389;4,389;;17,556;;3,834;3,834;3,834;3,834;;15,336;;26/02/2018  21:00:00 
20/05/2018  04:00:00 ;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;26/02/2018  22:00:00 
20/05/2018  04:30:00 ;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;0;0;0;0;;0;;0;0;0;0;;0;;26/02/2018  22:30:00 
20/05/2018  05:30:00 ;;Destinos;;Uma aventura com a Tribo da Pesca na pousada Asa Branca;;4;;29;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;26/02/2018  23:00:00 
20/05/2018  06:00:00 ;;Pasión Por La Pesca;;Belas traíras argentinas;;5;;1;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;26/02/2018  23:30:00 
20/05/2018  06:30:00 ;;Aqua Negócios;;Aeração na criação de camarão marinho;;3;;6;;0;0;;;;0;;0;0;;;;0;;0;1,022;;;;1,022;;0;1,929;;;;1,929;;00:00:00;00:03:00;;;;0:03:00;;0:00:00;0:03:00;;;;0:03:00;;;0;0;;;;0;;0;0;;;;0;;27/02/2018  00:00:00 
20/05/2018  07:00:00 ;;Fishing Guide;;Tucunarés-açu do rio Negro;;2;;1;;0;0;;;;0;;0;0;;;;0;;5,112;5,829;;;;10,941;;9,647;11,67;;;;21,317;;00:15:00;00:10:03;;;;0:25:03;;0:15:00;0:08:52;;;;0:23:52;;;0;0;;;;0;;0;0;;;;0;;27/02/2018  00:30:00 
20/05/2018  07:30:00 ;;A Arte do Atado;;Isca sapinho de preguiçoso;;5;;2;;0;0;;;;0;;0;0;;;;0;;1,363;0;;;;1,363;;2,572;0;;;;2,572;;00:04:00;00:00:00;;;;0:04:00;;0:04:00;0:00:00;;;;0:04:00;;;0;0;;;;0;;0;0;;;;0;;27/02/2018  01:00:00 
20/05/2018  08:00:00 ;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;0;0;3,158;0;;3,158;;0;0;2,845;0;;2,845;;1,645;0,545;4,088;3,974;;10,252;;2,901;0,418;2,845;0;;6,164;;00:04:14;00:02:00;0:03:36;0:04:54;;0:14:44;;0:04:09;0:02:00;0:03:20;0:04:58;;0:14:27;;;0;0;3,158;0;;3,158;;0;0;2,845;0;;2,845;;27/02/2018  01:30:00 
20/05/2018  09:00:00 ;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;0;8,475;;;;8,475;;0;8,751;;;;8,751;;0,258;0,309;;;;0,567;;0,236;0,244;;;;0,48;;00:01:00;00:01:00;;;;0:02:00;;0:01:00;0:01:00;;;;0:02:00;;;0;8,475;;;;8,475;;0;8,751;;;;8,751;;27/02/2018  02:00:00 
20/05/2018  09:30:00 ;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;8,475;3,462;8,418;3,462;;23,817;;8,751;3,525;8,515;3,525;;24,316;;0,814;0,561;0,327;0,589;;2,291;;0,658;0,45;8,515;3,525;;13,148;;00:03:00;00:03:00;0:01:00;0:02:00;;0:09:00;;0:03:00;0:03:00;0:01:00;0:02:00;;0:09:00;;;8,475;3,462;8,418;3,462;;23,817;;8,751;3,525;8,515;3,525;;24,316;;27/02/2018  03:00:00 
20/05/2018  10:30:00 ;;Biopesca;;Dourados do rio Manso;;5;;10;;4,681;4,681;;;;9,362;;5,079;5,079;;;;10,158;;0,353;1,725;;;;2,078;;0,321;1,967;;;;2,288;;00:01:00;00:01:54;;;;0:02:54;;0:01:00;0:01:54;;;;0:02:54;;;4,681;4,681;;;;9,362;;5,079;5,079;;;;10,158;;27/02/2018  03:30:00 
20/05/2018  11:00:00 ;;A Meta;;Jacaré-açu;;2;;4;;0;4,176;0;8,077;;12,253;;0;3,295;0;8,053;;11,348;;3,248;4,404;0;0;;7,652;;3,861;4,456;0;8,053;;16,37;;00:06:00;00:04:46;0:00:00;0:00:00;;0:10:46;;0:06:00;0:04:48;0:00:00;0:00:00;;0:10:48;;;0;4,176;0;8,077;;12,253;;0;3,295;0;8,053;;11,348;;27/02/2018  04:00:00 
20/05/2018  12:00:00 ;;Aquarismo;;Conheça o espetacular oceanário de Lisboa;;4;;11;;0;0;;;;0;;0;0;;;;0;;2,117;2,538;;;;4,655;;2,466;3,301;;;;5,767;;00:08:00;00:02:40;;;;0:10:40;;0:08:00;0:02:16;;;;0:10:16;;;0;0;;;;0;;0;0;;;;0;;27/02/2018  04:30:00 
20/05/2018  12:30:00 ;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;0;0;0;3,947;;3,947;;0;0;0;4,504;;4,504;;1,531;5,583;4,976;5,488;;17,578;;1,572;4,883;0;4,504;;10,959;;00:01:37;00:06:13;0:08:16;0:05:00;;0:21:06;;0:01:29;0:06:30;0:06:54;0:05:11;;0:20:04;;;0;0;0;3,947;;3,947;;0;0;0;4,504;;4,504;;27/02/2018  05:30:00 
