Horário Início;;Programa;;Episódio;;Temporada;;N. Episódio;;Cov_INT1;Cov_INTE2;Cov_INTE3;Cov_INTE4;;Cov_Total_Domicilio;;Cov_INT1;Cov_INTE2;Cov_INTE3;Cov_INTE4;;Cov_Total_Individuos;;Rat_INT1;Rat_INTE2;Rat_INTE3;Rat_INTE4;;Rat_Total_Domicilio;;Rat_INT1;Rat_INTE2;Rat_INTE3;Rat_INTE4;;Rat_Total_Individuos;;Ats_INT1;Ats_INTE2;Ats_INTE3;Ats_INTE4;;Ats_Total_Domicilio;;Ats_INT1;Ats_INTE2;Ats_INTE3;Ats_INTE4;;Ats_Total_Individuos;;;Aff_INT1;Aff_INTE2;Aff_INTE3;Aff_INTE4;;Aff_Total_Domicilio;;Aff_INT1;Aff_INTE2;Aff_INTE3;Aff_INTE4;;Aff_Total_Individuos;;Horário Termino
25/05/2018 23:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;15,47;15,47;;;;30,94;;18,94;18,94;;;;37,88;;1,387;2,374;;;;3,761;;1,626;3,028;;;;4,654;;00:02:47;00:04:46;;;;0:07:33;;0:02:39;0:04:56;;;;0:07:35;;;15,47;15,47;;;;30,94;;18,94;18,94;;;;37,88;;04/03/2018  08:00:00 
26/05/2018 00:00:00;;Custom Fishing;;Vara de carretilha para usar com jig head;;1;;6;;4,317;0;;;;4,317;;3,863;0;;;;3,863;;6,786;5,805;;;;12,591;;8,165;6,913;;;;15,078;;00:05:52;00:05:29;;;;0:11:21;;0:06:08;0:05:48;;;;0:11:56;;;4,317;0;;;;4,317;;3,863;0;;;;3,863;;04/03/2018  09:00:00 
26/05/2018 00:30:00;;Biopesca;;Pescaria de piauçu no rio Miranda;;4;;13;;0;9,165;;;;9,165;;0;18,72;;;;18,72;;4,98;1,489;;;;6,469;;5,78;1,773;;;;7,553;;00:08:59;00:05:00;;;;0:13:59;;0:09:52;0:05:00;;;;0:14:52;;;0;9,165;;;;9,165;;0;18,72;;;;18,72;;04/03/2018  09:30:00 
26/05/2018 01:00:00;;Aquarismo;;Os cuidados com o aquário marinho de coral;;2;;15;;0;3,961;;;;3,961;;0;4,715;;;;4,715;;0;0,773;;;;0,773;;0;0,89;;;;0,89;;00:00:00;00:03:00;;;;0:03:00;;0:00:00;0:03:00;;;;0:03:00;;;0;3,961;;;;3,961;;0;4,715;;;;4,715;;04/03/2018  10:00:00 
26/05/2018 01:30:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;0;0;0;0;;0;;0;0;0;0;;0;;0,97;4,85;6,505;3,85;;16,175;;0,625;3,126;0;0;;3,751;;00:03:00;00:15:00;0:14:26;0:08:33;;0:40:59;;0:03:00;0:15:00;0:14:22;0:08:53;;0:41:15;;;0;0;0;0;;0;;0;0;0;0;;0;;04/03/2018  10:30:00 
26/05/2018 02:30:00;;A Meta;;A linha;;2;;5;;0;0;0;0;;0;;0;0;0;0;;0;;2,17;1,91;1,4;0;;5,48;;1,721;1,472;0;0;;3,193;;00:05:36;00:15:00;0:11:00;0:00:00;;0:31:36;;0:04:57;0:15:00;0:11:00;0:00:00;;0:30:57;;;0;0;0;0;;0;;0;0;0;0;;0;;04/03/2018  11:00:00 
26/05/2018 03:30:00;;Pasión Por La Pesca;;Grandes dourados no Rio Uruguai;;5;;2;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;04/03/2018  11:30:00 
26/05/2018 04:00:00;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;04/03/2018  12:00:00 
26/05/2018 04:30:00;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;0;0;0;0;;0;;0;0;0;0;;0;;04/03/2018  12:30:00 
26/05/2018 05:30:00;;A Arte do Atado;;Mini streamer;;5;;3;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;04/03/2018  13:30:00 
26/05/2018 06:00:00;;Ases da Pesca em Ação;;Maicon Bianchi e sua paixão pela pesca de tucunarés;;5;;1;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;04/03/2018  14:00:00 
26/05/2018 06:30:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;4,927;0;5,624;9,631;;20,182;;4,317;0;6,209;9,698;;20,224;;0;0,263;0;1,866;;2,129;;0;0,262;6,209;9,698;;16,169;;00:00:00;00:01:00;0:00:00;0:04:23;;0:05:23;;0:00:00;0:01:00;0:00:00;0:03:53;;0:04:53;;;4,927;0;5,624;9,631;;20,182;;4,317;0;6,209;9,698;;20,224;;04/03/2018  15:00:00 
26/05/2018 07:30:00;;Aqua Negócios;;Larvicultura de camarão marinho;;3;;7;;4,007;4,007;;;;8,014;;3,489;3,489;;;;6,978;;0;0,773;;;;0,773;;0;0,89;;;;0,89;;00:00:00;00:03:00;;;;0:03:00;;0:00:00;0:03:00;;;;0:03:00;;;4,007;4,007;;;;8,014;;3,489;3,489;;;;6,978;;04/03/2018  15:30:00 
26/05/2018 08:00:00;;Pesca Dinâmica;;Pescaria variada com camarão artificial;;3;;9;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;04/03/2018  16:00:00 
26/05/2018 08:30:00;;Sabores;;Picanha ao forno, carnes assadas, pão na chapa e farofa especial;;2;;5;;4,296;0;;;;4,296;;7,108;0;;;;7,108;;1,295;3,401;;;;4,696;;1,448;4,232;;;;5,68;;00:01:19;00:11:00;;;;0:12:19;;0:01:22;0:11:00;;;;0:12:22;;;4,296;0;;;;4,296;;7,108;0;;;;7,108;;04/03/2018  16:30:00 
26/05/2018 09:00:00;;A Meta;;A linha;;2;;5;;0;4,617;0;7,855;;12,472;;0;4,25;0;8,72;;12,97;;4,638;4,898;4,589;4,589;;18,714;;5,771;3,005;0;8,72;;17,496;;00:15:00;00:07:58;0:15:00;0:15:00;;0:52:58;;0:15:00;0:05:22;0:15:00;0:15:00;;0:50:22;;;0;4,617;0;7,855;;12,472;;0;4,25;0;8,72;;12,97;;04/03/2018  17:30:00 
26/05/2018 10:00:00;;Provas e Torneios;;18º Festival e 6º Torneio Pacu de Seringa;;5;;27;;3,874;4,617;;;;8,491;;5,289;4,148;;;;9,437;;4,589;4,589;;;;9,178;;2,62;2,62;;;;5,24;;00:15:00;00:15:00;;;;0:30:00;;0:15:00;0:15:00;;;;0:30:00;;;3,874;4,617;;;;8,491;;5,289;4,148;;;;9,437;;04/03/2018  18:00:00 
26/05/2018 10:30:00;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;5,877;0;0;0;;5,877;;9,78;0;0;0;;9,78;;4,589;4,589;0,306;7,857;;17,341;;2,62;2,62;0;0;;5,24;;00:15:00;00:15:00;0:01:00;0:09:57;;0:40:57;;0:15:00;0:15:00;0:01:00;0:09:35;;0:40:35;;;5,877;0;0;0;;5,877;;9,78;0;0;0;;9,78;;04/03/2018  18:30:00 
26/05/2018 11:30:00;;Destinos;;Altamira – conheça os encantos da maior cidade do país;;4;;31;;6,387;0;;;;6,387;;5,068;0;;;;5,068;;5,863;4,639;;;;10,502;;4,647;3,465;;;;8,112;;00:09:32;00:15:00;;;;0:24:32;;0:08:50;0:15:00;;;;0:23:50;;;6,387;0;;;;6,387;;5,068;0;;;;5,068;;04/03/2018  19:00:00 
26/05/2018 12:00:00;;Pesca Dinâmica;;Pescaria variada com camarão artificial;;3;;9;;4,286;13,23;;;;17,516;;4,748;21,81;;;;26,558;;1,856;0;;;;1,856;;1,386;0;;;;1,386;;00:06:00;00:00:00;;;;0:06:00;;0:06:00;0:00:00;;;;0:06:00;;;4,286;13,23;;;;17,516;;4,748;21,81;;;;26,558;;04/03/2018  19:30:00 
26/05/2018 12:30:00;;Coração de Pescador;;Os gigantes tambaquis do Teles Pires;;4;;24;;14,07;21,93;;;;36;;14,49;31,17;;;;45,66;;0,393;3,189;;;;3,582;;0,332;2,801;;;;3,133;;00:02:00;00:03:55;;;;0:05:55;;0:02:00;0:04:08;;;;0:06:08;;;14,07;21,93;;;;36;;14,49;31,17;;;;45,66;;04/03/2018  20:00:00 
26/05/2018 13:00:00;;Biopesca;;Tucunarés de Presidente Epitácio;;5;;11;;23,73;24,95;;;;48,68;;25,21;26,94;;;;52,15;;0,454;3,336;;;;3,79;;0,27;3,006;;;;3,276;;00:02:00;00:13:00;;;;0:15:00;;0:02:00;0:13:00;;;;0:15:00;;;23,73;24,95;;;;48,68;;25,21;26,94;;;;52,15;;04/03/2018  21:00:00 
26/05/2018 13:30:00;;Aqua Negócios;;Larvicultura de camarão marinho;;3;;7;;6,828;16,23;;;;23,058;;5,357;14,44;;;;19,797;;0,513;0;;;;0,513;;0,462;0;;;;0,462;;00:02:00;00:00:00;;;;0:02:00;;0:02:00;0:00:00;;;;0:02:00;;;6,828;16,23;;;;23,058;;5,357;14,44;;;;19,797;;04/03/2018  22:00:00 
26/05/2018 14:00:00;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;15,55;25,3;7,704;0;;48,554;;12,81;28,31;6,605;0;;47,725;;4,603;6,23;6,487;4,177;;21,497;;4,07;5,553;6,605;0;;16,228;;00:06:32;00:11:39;0:12:07;0:15:00;;0:45:18;;0:06:38;0:11:37;0:12:06;0:15:00;;0:45:21;;;15,55;25,3;7,704;0;;48,554;;12,81;28,31;6,605;0;;47,725;;04/03/2018  23:00:00 
26/05/2018  15:00:00 ;;Fishing Guide;;Trairões do rio Trombetas;;2;;2;;8,538;8,562;;;;17,1;;7,302;16,08;;;;23,382;;5,051;9,916;;;;14,967;;4,807;14,31;;;;19,117;;00:05:41;00:11:03;;;;0:16:44;;0:04:18;0:10:08;;;;0:14:26;;;8,538;8,562;;;;17,1;;7,302;16,08;;;;23,382;;05/03/2018  00:00:00 
26/05/2018  15:30:00 ;;Fish TV News;;Feira Nacional do Camarão;;5;;7;;0;18,04;;;;18,04;;0;15,86;;;;15,86;;6,087;0;;;;6,087;;10,21;0;;;;10,21;;00:06:47;00:00:00;;;;0:06:47;;0:07:14;0:00:00;;;;0:07:14;;;0;18,04;;;;18,04;;0;15,86;;;;15,86;;05/03/2018  00:30:00 
26/05/2018  16:00:00 ;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;14,38;9,573;;;;23,953;;20,73;8,647;;;;29,377;;0;0,48;;;;0,48;;0;0,495;;;;0,495;;00:00:00;00:01:00;;;;0:01:00;;0:00:00;0:01:00;;;;0:01:00;;;14,38;9,573;;;;23,953;;20,73;8,647;;;;29,377;;05/03/2018  01:00:00 
26/05/2018  16:30:00 ;;Aquarismo;;Captura e distribuição dos peixes ornamentais;;4;;23;;20,38;5,8;;;;26,18;;22,54;8,367;;;;30,907;;1,105;0;;;;1,105;;0,963;0;;;;0,963;;00:01:57;00:00:00;;;;0:01:57;;0:01:51;0:00:00;;;;0:01:51;;;20,38;5,8;;;;26,18;;22,54;8,367;;;;30,907;;05/03/2018  01:30:00 
26/05/2018  17:00:00 ;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;9,712;4,721;0;0;;14,433;;20,71;16,17;0;0;;36,88;;0;0;1,576;0,225;;1,801;;0;0;0;0;;0;;00:00:00;00:00:00;0:07:00;0:01:00;;0:08:00;;0:00:00;0:00:00;0:07:00;0:01:00;;0:08:00;;;9,712;4,721;0;0;;14,433;;20,71;16,17;0;0;;36,88;;05/03/2018  02:00:00 
26/05/2018  18:00:00 ;;Aquarismo;;Visita à fábrica da Boyu na China;;4;;12;;11,53;9,874;;;;21,404;;15,06;10,09;;;;25,15;;0;0,58;;;;0,58;;0;0,535;;;;0,535;;00:00:00;00:03:00;;;;0:03:00;;0:00:00;0:03:00;;;;0:03:00;;;11,53;9,874;;;;21,404;;15,06;10,09;;;;25,15;;05/03/2018  03:00:00 
26/05/2018  18:30:00 ;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;5,637;3,688;0;0;;9,325;;6,401;6,786;0;0;;13,187;;0;0,329;0,309;0,725;;1,363;;0;0,321;0;0;;0,321;;00:00:00;00:01:00;0:01:00;0:03:00;;0:05:00;;0:00:00;0:01:00;0:01:00;0:03:00;;0:05:00;;;5,637;3,688;0;0;;9,325;;6,401;6,786;0;0;;13,187;;05/03/2018  03:30:00 
26/05/2018 19:30:00;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;0;4,317;;;;4,317;;0;5,39;;;;5,39;;1,666;2,605;;;;4,271;;1,524;2,316;;;;3,84;;00:04:46;00:10:00;;;;0:14:46;;0:02:45;0:10:00;;;;0:12:45;;;0;4,317;;;;4,317;;0;5,39;;;;5,39;;05/03/2018  04:00:00 
26/05/2018  20:00:00 ;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;9,576;4,617;4,617;0;;18,81;;11,96;8,233;8,233;0;;28,426;;1,854;0;0,59;0;;2,444;;1,769;0;8,233;0;;10,002;;00:02:43;00:00:00;0:02:00;0:00:00;;0:04:43;;0:02:23;0:00:00;0:02:00;0:00:00;;0:04:23;;;9,576;4,617;4,617;0;;18,81;;11,96;8,233;8,233;0;;28,426;;05/03/2018  04:30:00 
26/05/2018  21:00:00 ;;A Arte do Atado;;Mini streamer;;5;;3;;8,533;4,509;;;;13,042;;8,865;3,672;;;;12,537;;3,574;5,129;;;;8,703;;4,254;6,098;;;;10,352;;00:12:00;00:09:54;;;;0:21:54;;0:12:00;0:09:55;;;;0:21:55;;;8,533;4,509;;;;13,042;;8,865;3,672;;;;12,537;;05/03/2018  05:00:00 
26/05/2018  21:30:00 ;;Elas na Pesca;;Grandes dourados do rio Paraná;;4;;1;;3,481;0;;;;3,481;;2,034;0;;;;2,034;;6,95;10,31;;;;17,26;;8,139;12,81;;;;20,949;;00:08:22;00:05:20;;;;0:13:42;;0:08:35;0:05:11;;;;0:13:46;;;3,481;0;;;;3,481;;2,034;0;;;;2,034;;05/03/2018  05:30:00 
26/05/2018  22:00:00 ;;Sabores;;Picanha ao forno, carnes assadas, pão na chapa e farofa especial;;2;;5;;5,624;4,317;;;;9,941;;5,658;4,075;;;;9,733;;12,82;15,97;;;;28,79;;13,1;16,97;;;;30,07;;00:08:22;00:05:28;;;;0:13:50;;0:07:08;0:05:19;;;;0:12:27;;;5,624;4,317;;;;9,941;;5,658;4,075;;;;9,733;;05/03/2018  06:00:00 
26/05/2018  22:30:00 ;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;4,877;0;0;0;;4,877;;8,122;0;0;0;;8,122;;9,263;7,777;9,186;10,07;;36,296;;12,05;9,217;0;0;;21,267;;00:06:33;00:15:00;0:08:54;0:09:46;;0:40:13;;0:05:27;0:15:00;0:08:54;0:10:29;;0:39:50;;;4,877;0;0;0;;4,877;;8,122;0;0;0;;8,122;;05/03/2018  06:30:00 
26/05/2018  23:30:00 ;;Ases da Pesca em Ação;;Maicon Bianchi e sua paixão pela pesca de tucunarés;;5;;1;;7,15;3,505;;;;10,655;;10,27;2,857;;;;13,127;;7,905;5,35;;;;13,255;;9,459;6,358;;;;15,817;;00:12:14;00:10:19;;;;0:22:33;;0:11:03;0:10:21;;;;0:21:24;;;7,15;3,505;;;;10,655;;10,27;2,857;;;;13,127;;05/03/2018  07:00:00 
27/05/2018  00:00:00 ;;Pesca Dinâmica;;Pescaria variada com camarão artificial;;3;;9;;0;0;;;;0;;0;0;;;;0;;0,288;0;;;;0,288;;0,258;0;;;;0,258;;00:01:00;00:00:00;;;;0:01:00;;0:01:00;0:00:00;;;;0:01:00;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  07:30:00 
27/05/2018  00:30:00 ;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;0;0;0;0;;0;;0;0;0;0;;0;;0;1,517;0;0,264;;1,781;;0;2,763;0;0;;2,763;;00:00:00;00:02:29;0:00:00;0:01:00;;0:03:29;;0:00:00;0:02:13;0:00:00;0:01:00;;0:03:13;;;0;0;0;0;;0;;0;0;0;0;;0;;05/03/2018  08:00:00 
27/05/2018  01:30:00 ;;Aqua Negócios;;Larvicultura de camarão marinho;;3;;7;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  09:00:00 
27/05/2018  02:00:00 ;;Ases da Pesca em Ação;;Maicon Bianchi e sua paixão pela pesca de tucunarés;;5;;1;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  09:30:00 
27/05/2018  02:30:00 ;;Sabores;;Picanha ao forno, carnes assadas, pão na chapa e farofa especial;;2;;5;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  10:00:00 
27/05/2018  03:00:00 ;;A Meta;;A linha;;2;;5;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;0;0;0;0;;0;;0;0;0;0;;0;;05/03/2018  10:30:00 
27/05/2018  04:00:00 ;;Provas e Torneios;;18º Festival e 6º Torneio Pacu de Seringa;;5;;27;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  11:30:00 
27/05/2018  04:30:00 ;;Pesque e Pague;;Os bitelões do Recanto dos Gigantes;;6;;9;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0;0;;0;;00:00:00;00:00:00;0:00:00;0:00:00;;0:00:00;;0:00:00;0:00:00;0:00:00;0:00:00;;0:00:00;;;0;0;0;0;;0;;0;0;0;0;;0;;05/03/2018  12:00:00 
27/05/2018  05:30:00 ;;Destinos;;Altamira – conheça os encantos da maior cidade do país;;4;;31;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  12:30:00 
27/05/2018  06:00:00 ;;Pasión Por La Pesca;;Grandes dourados no Rio Uruguai;;5;;2;;0;4,994;;;;4,994;;0;4,784;;;;4,784;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;0;4,994;;;;4,994;;0;4,784;;;;4,784;;05/03/2018  13:00:00 
27/05/2018  06:30:00 ;;Aqua Negócios;;Larvicultura de camarão marinho;;3;;7;;0;0;;;;0;;0;0;;;;0;;0,329;0;;;;0,329;;0,288;0;;;;0,288;;00:01:00;00:00:00;;;;0:01:00;;0:01:00;0:00:00;;;;0:01:00;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  13:30:00 
27/05/2018  07:00:00 ;;Fishing Guide;;Trairões do rio Trombetas;;2;;2;;0;0;;;;0;;0;0;;;;0;;1,125;4,443;;;;5,568;;1,242;4,656;;;;5,898;;00:03:00;00:06:55;;;;0:09:55;;0:03:00;0:07:12;;;;0:10:12;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  14:00:00 
27/05/2018  07:30:00 ;;A Arte do Atado;;Mini streamer;;5;;3;;0;0;;;;0;;0;0;;;;0;;4,007;0,802;;;;4,809;;3,489;0,698;;;;4,187;;00:15:00;00:03:00;;;;0:18:00;;0:15:00;0:03:00;;;;0:18:00;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  15:00:00 
27/05/2018  08:00:00 ;;A Meta;;A linha;;2;;5;;0;0;0;0;;0;;0;0;0;0;;0;;0;0;0,286;0;;0,286;;0;0;0;0;;0;;00:00:00;00:00:00;0:01:00;0:00:00;;0:01:00;;0:00:00;0:00:00;0:01:00;0:00:00;;0:01:00;;;0;0;0;0;;0;;0;0;0;0;;0;;05/03/2018  16:00:00 
27/05/2018  09:00:00 ;;Biopesca;;Tucunarés de Presidente Epitácio;;5;;11;;0;0;;;;0;;0;0;;;;0;;0;0,616;;;;0,616;;0;0,567;;;;0,567;;00:00:00;00:02:00;;;;0:02:00;;0:00:00;0:02:00;;;;0:02:00;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  17:00:00 
27/05/2018  09:30:00 ;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;0;0;;;;0;;0;0;;;;0;;0;5,258;;;;5,258;;0;5,442;;;;5,442;;00:00:00;00:10:02;;;;0:10:02;;0:00:00;0:09:22;;;;0:09:22;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  18:00:00 
27/05/2018  10:30:00 ;;Momento da Pesca;;A desafiadora pesca de marlins-azuis;;7;;9;;0;3,408;3,408;3,408;;10,224;;0;3,087;3,087;3,087;;9,261;;0,784;0;0;0;;0,784;;1,304;0;3,087;3,087;;7,478;;00:02:00;00:00:00;0:00:00;0:00:00;;0:02:00;;0:02:00;0:00:00;0:00:00;0:00:00;;0:02:00;;;0;3,408;3,408;3,408;;10,224;;0;3,087;3,087;3,087;;9,261;;05/03/2018  18:30:00 
27/05/2018  11:30:00 ;;Elas na Pesca;;Grandes dourados do rio Paraná;;4;;1;;4,526;7,704;4,526;12,78;;29,536;;4,464;7,243;4,464;13,14;;29,311;;2,182;0;0,286;2,958;;5,426;;1,702;0;4,464;13,14;;19,306;;00:05:07;00:00:00;0:01:00;0:03:21;;0:09:28;;0:05:02;0:00:00;0:01:00;0:03:34;;0:09:36;;;4,526;7,704;4,526;12,78;;29,536;;4,464;7,243;4,464;13,14;;29,311;;05/03/2018  19:00:00 
27/05/2018  12:00:00 ;;Aquarismo;;Visita à fábrica da Boyu na China;;4;;12;;4,526;12,78;;;;17,306;;4,464;13,14;;;;17,604;;0,286;2,958;;;;3,244;;0,317;5,182;;;;5,499;;00:01:00;00:03:21;;;;0:04:21;;0:01:00;0:03:34;;;;0:04:34;;;4,526;12,78;;;;17,306;;4,464;13,14;;;;17,604;;05/03/2018  20:00:00 
27/05/2018  12:30:00 ;;Pura Pesca;;Trairões do rio Trombetas;;2;;16;;7,709;7,135;0;9,99;;24,834;;9,219;8,502;0;10,77;;28,491;;2,197;3,961;10,03;13,73;;29,918;;2,39;5,846;0;10,77;;19,006;;00:02:20;00:02:43;0:06:20;0:08:15;;0:19:38;;0:02:28;0:02:49;0:05:03;0:07:03;;0:17:23;;;7,709;7,135;0;9,99;;24,834;;9,219;8,502;0;10,77;;28,491;;05/03/2018  21:00:00 
27/05/2018  13:30:00 ;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;5,686;2,031;;;;7,717;;5,582;2,35;;;;7,932;;6,365;7,23;;;;13,595;;5,011;5,935;;;;10,946;;00:13:59;00:06:41;;;;0:20:40;;0:14:02;0:06:10;;;;0:20:12;;;5,686;2,031;;;;7,717;;5,582;2,35;;;;7,932;;05/03/2018  22:00:00 
27/05/2018  14:00:00 ;;Na Pegada do Fly;;Dias dourados nas águas do rio Paraná;;7;;7;;0;0;2,651;6,611;;9,262;;0;0;2,498;6,034;;8,532;;9,139;11,01;1,317;0;;21,466;;7,538;11,14;2,498;6,034;;27,21;;00:08:49;00:06:32;0:02:34;0:00:00;;0:17:55;;0:08:50;0:05:54;0:02:35;0:00:00;;0:17:19;;;0;0;2,651;6,611;;9,262;;0;0;2,498;6,034;;8,532;;05/03/2018  22:30:00 
27/05/2018  15:00:00 ;;A Arte do Atado;;Mini streamer;;5;;3;;0;0;;;;0;;0;0;;;;0;;0,569;0,878;;;;1,447;;0,487;1,343;;;;1,83;;00:01:00;00:01:32;;;;0:02:32;;0:01:00;0:01:15;;;;0:02:15;;;0;0;;;;0;;0;0;;;;0;;05/03/2018  23:00:00 
27/05/2018  15:30:00 ;;Elas na Pesca;;Grandes dourados do rio Paraná;;4;;1;;0;5,065;;;;5,065;;0;4,566;;;;4,566;;0;2,512;;;;2,512;;0;1,939;;;;1,939;;00:00:00;00:02:05;;;;0:02:05;;0:00:00;0:01:50;;;;0:01:50;;;0;5,065;;;;5,065;;0;4,566;;;;4,566;;05/03/2018  23:30:00 
27/05/2018  16:00:00 ;;Sabores;;Picanha ao forno, carnes assadas, pão na chapa e farofa especial;;2;;5;;9,018;5,065;;;;14,083;;8,313;4,566;;;;12,879;;1,922;5,493;;;;7,415;;2,685;4,972;;;;7,657;;00:02:00;00:08:36;;;;0:10:36;;0:01:57;0:08:37;;;;0:10:34;;;9,018;5,065;;;;14,083;;8,313;4,566;;;;12,879;;06/03/2018  00:00:00 
27/05/2018  16:30:00 ;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 4 – 1º parte;;1;;15;;2,354;0;9,665;0;;12,019;;2,017;0;7,671;0;;9,688;;2,675;0,387;3,795;0,944;;7,801;;2,931;0,558;7,671;0;;11,16;;00:01:58;00:01:00;0:05:52;0:03:00;;0:11:50;;0:01:57;0:01:00;0:08:49;0:03:00;;0:14:46;;;2,354;0;9,665;0;;12,019;;2,017;0;7,671;0;;9,688;;06/03/2018  00:30:00 
27/05/2018  17:30:00 ;;Ases da Pesca em Ação;;Maicon Bianchi e sua paixão pela pesca de tucunarés;;5;;1;;3,405;17;;;;20,405;;1,93;15,77;;;;17,7;;0;0;;;;0;;0;0;;;;0;;00:00:00;00:00:00;;;;0:00:00;;0:00:00;0:00:00;;;;0:00:00;;;3,405;17;;;;20,405;;1,93;15,77;;;;17,7;;06/03/2018  01:00:00 
27/05/2018  18:00:00 ;;Saltwater;;Pescaria de miraguaias no Guarujá;;2;;1;;3,986;2,031;;;;6,017;;3,491;2,35;;;;5,841;;1,453;1,317;;;;2,77;;1,684;1,345;;;;3,029;;00:01:53;00:02:00;;;;0:03:53;;0:01:41;0:02:00;;;;0:03:41;;;3,986;2,031;;;;6,017;;3,491;2,35;;;;5,841;;06/03/2018  01:30:00 
27/05/2018  18:30:00 ;;Provas e Torneios;;18º Festival e 6º Torneio Pacu de Seringa;;5;;27;;7,059;9,862;;;;16,921;;6,412;8,932;;;;15,344;;0,752;0,246;;;;0,998;;0,854;0,452;;;;1,306;;00:02:00;00:01:00;;;;0:03:00;;0:02:00;0:01:00;;;;0:03:00;;;7,059;9,862;;;;16,921;;6,412;8,932;;;;15,344;;06/03/2018  02:00:00 
