ID;Data;Status;Pagamento;Dispositivo;Produtos;SubTotal;Descontos;Frete;Valor
3910;08/02/2017 23:27;ENTREGUE;MOIP CC 4x;Desktop;1;R$ 49,90;R$ 0,00;R$ 16,78;R$ 66,68
3909;08/02/2017 20:19;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 87,90;R$ 0,00;R$ 16,78;R$ 104,68
3908;08/02/2017 15:47;ENTREGUE;MOIP CC 2x;Mobile;1;R$ 69,90;R$ 0,00;R$ 16,78;R$ 86,68
3907;08/02/2017 15:40;ENTREGUE;MOIP Boleto;Desktop;2;R$ 109,80;R$ 0,00;R$ 22,28;R$ 132,08
3905;08/02/2017 07:50;ENTREGUE;MOIP Boleto;Desktop;3;R$ 161,71;R$ 0,00;R$ 17,19;R$ 178,90
3904;07/02/2017 21:52;ENTREGUE;MOIP CC 6x;Desktop;7;R$ 339,31;R$ 0,00;R$ 27,96;R$ 367,27
3902;07/02/2017 20:29;ENTREGUE;MOIP CC 1x;Desktop;2;R$ 143,82;R$ 0,00;R$ 18,09;R$ 161,91
3901;07/02/2017 20:16;ENTREGUE;MOIP CC 6x;Desktop;2;R$ 89,80;R$ 0,00;R$ 27,59;R$ 117,39
3900;07/02/2017 19:32;ENTREGUE;MOIP CC 6x;Desktop;4;R$ 259,61;R$ 0,00;R$ 0,00;R$ 259,61
3896;07/02/2017 15:54;ENTREGUE;MOIP Boleto;Mobile;2;R$ 175,80;R$ 0,00;R$ 31,22;R$ 207,02
3895;07/02/2017 14:29;ENTREGUE;MOIP CC 2x;Desktop;1;R$ 69,90;R$ 0,00;R$ 27,59;R$ 97,49
3893;07/02/2017 13:12;DESPACHADO;MOIP CC 1x;Desktop;2;R$ 99,80;R$ 89,90;R$ 0,00;R$ 9,90
3892;07/02/2017 12:19;ENTREGUE;MOIP CC 6x;Desktop;1;R$ 71,91;R$ 0,00;R$ 17,19;R$ 89,10
3891;07/02/2017 08:58;ENTREGUE;MOIP Boleto;Desktop;2;R$ 159,81;R$ 0,00;R$ 15,56;R$ 175,37
3890;07/02/2017 08:57;ENTREGUE;MOIP CC 1x;Desktop;2;R$ 319,80;R$ 0,00;R$ 14,44;R$ 334,24
3889;07/02/2017 01:18;ENTREGUE;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 17,19;R$ 87,09
3888;06/02/2017 23:42;ENTREGUE;MOIP CC 1x;Mobile;2;R$ 139,80;R$ 0,00;R$ 17,19;R$ 156,99
3887;06/02/2017 23:29;ENTREGUE;MOIP CC 6x;Desktop;3;R$ 209,70;R$ 0,00;R$ 17,19;R$ 226,89
3886;06/02/2017 16:33;ENTREGUE;MOIP CC 6x;Desktop;3;R$ 109,70;R$ 0,00;R$ 17,19;R$ 126,89
3885;06/02/2017 15:14;ENTREGUE;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 18,59;R$ 88,49
3884;06/02/2017 15:09;DESPACHADO;MOIP Boleto;Desktop;1;R$ 71,91;R$ 71,91;R$ 0,00;R$ 0,00
3883;06/02/2017 14:56;ENTREGUE;MOIP CC 3x;Desktop;1;R$ 71,91;R$ 0,00;R$ 15,56;R$ 87,47
3882;06/02/2017 10:11;ENTREGUE;MOIP CC 6x;Desktop;1;R$ 71,91;R$ 0,00;R$ 11,74;R$ 83,65
3880;05/02/2017 21:34;ENTREGUE;MOIP CC 6x;Desktop;3;R$ 189,70;R$ 0,00;R$ 17,19;R$ 206,89
3879;05/02/2017 21:06;ENTREGUE;MOIP Boleto;Desktop;3;R$ 149,70;R$ 0,00;R$ 31,05;R$ 180,75
3878;05/02/2017 19:26;ENTREGUE;MOIP CC 6x;Desktop;4;R$ 129,60;R$ 0,00;R$ 31,22;R$ 160,82
3876;05/02/2017 02:38;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 69,90;R$ 0,00;R$ 16,78;R$ 86,68
3873;04/02/2017 09:40;ENTREGUE;MOIP Boleto;Mobile;3;R$ 219,70;R$ 0,00;R$ 27,96;R$ 247,66
3872;04/02/2017 08:53;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 79,90;R$ 0,00;R$ 27,96;R$ 107,86
3871;03/02/2017 19:50;ENTREGUE;MOIP CC 6x;Desktop;1;R$ 199,90;R$ 0,00;R$ 17,19;R$ 217,09
3870;03/02/2017 16:25;DESPACHADO;MOIP Boleto;Desktop;1;R$ 69,90;R$ 69,90;R$ 0,00;R$ 0,00
3867;02/02/2017 22:55;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 79,90;R$ 0,00;R$ 22,28;R$ 102,18
3865;02/02/2017 15:59;ENTREGUE;MOIP Boleto;Mobile;3;R$ 257,70;R$ 0,00;R$ 0,00;R$ 257,70
3863;01/02/2017 15:26;ENTREGUE;MOIP CC 3x;Desktop;2;R$ 59,80;R$ 0,00;R$ 15,56;R$ 75,36
3860;01/02/2017 11:33;ENTREGUE;MOIP Boleto;Desktop;2;R$ 157,80;R$ 0,00;R$ 15,11;R$ 172,91
3859;31/01/2017 22:01;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 39,90;R$ 0,00;R$ 17,19;R$ 57,09
3858;31/01/2017 15:11;ENTREGUE;MOIP CC 2x;Desktop;2;R$ 69,80;R$ 0,00;R$ 15,11;R$ 84,91
3856;31/01/2017 13:05;ENTREGUE;MOIP Boleto;Desktop;2;R$ 79,80;R$ 0,00;R$ 19,05;R$ 98,85
3855;31/01/2017 12:03;ENTREGUE;MOIP CC 6x;Mobile;2;R$ 279,80;R$ 0,00;R$ 27,96;R$ 307,76
3854;30/01/2017 21:25;ENTREGUE;MOIP CC 3x;Desktop;1;R$ 87,90;R$ 0,00;R$ 22,28;R$ 110,18
3853;30/01/2017 18:46;ENTREGUE;MOIP CC 6x;Desktop;3;R$ 245,70;R$ 0,00;R$ 31,22;R$ 276,92
3852;30/01/2017 16:53;ENTREGUE;MOIP CC 3x;Desktop;1;R$ 79,90;R$ 0,00;R$ 11,74;R$ 91,64
3851;30/01/2017 13:42;ENTREGUE;MOIP Boleto;Desktop;2;R$ 79,80;R$ 0,00;R$ 22,28;R$ 102,08
3850;30/01/2017 11:26;ENTREGUE;MOIP CC 4x;Desktop;1;R$ 87,90;R$ 0,00;R$ 15,56;R$ 103,46
3849;30/01/2017 10:32;ENTREGUE;MOIP CC 2x;Desktop;3;R$ 179,70;R$ 0,00;R$ 17,19;R$ 196,89
3848;30/01/2017 09:25;ENTREGUE;MOIP CC 1x;Desktop;2;R$ 79,80;R$ 0,00;R$ 31,22;R$ 111,02
3847;30/01/2017 01:18;ENTREGUE;MOIP CC 3x;Mobile;3;R$ 199,70;R$ 0,00;R$ 31,22;R$ 230,92
3845;29/01/2017 22:53;ENTREGUE;MOIP CC 6x;Desktop;1;R$ 199,90;R$ 0,00;R$ 17,19;R$ 217,09
3844;29/01/2017 20:00;ENTREGUE;MOIP CC 2x;Mobile;2;R$ 167,80;R$ 0,00;R$ 17,19;R$ 184,99
3843;29/01/2017 16:13;ENTREGUE;MOIP CC 3x;Mobile;2;R$ 279,80;R$ 0,00;R$ 0,00;R$ 279,80
3842;28/01/2017 18:03;ENTREGUE;MOIP Boleto;Mobile;3;R$ 263,70;R$ 0,00;R$ 0,00;R$ 263,70
3841;27/01/2017 23:14;ENTREGUE;MOIP CC 1x;Desktop;3;R$ 119,70;R$ 0,00;R$ 16,78;R$ 136,48
3840;27/01/2017 15:34;ENTREGUE;MOIP CC 6x;Desktop;2;R$ 179,80;R$ 0,00;R$ 15,56;R$ 195,36
3838;26/01/2017 22:16;ENTREGUE;MOIP CC 6x;Mobile;2;R$ 157,80;R$ 0,00;R$ 17,19;R$ 174,99
3837;26/01/2017 19:03;ENTREGUE;MOIP Boleto;Desktop;3;R$ 209,70;R$ 0,00;R$ 16,78;R$ 226,48
3835;26/01/2017 11:50;ENTREGUE;MOIP CC 6x;Desktop;1;R$ 69,90;R$ 0,00;R$ 17,19;R$ 87,09
3834;26/01/2017 09:30;ENTREGUE;MOIP Boleto;Desktop;1;R$ 79,90;R$ 0,00;R$ 15,56;R$ 95,46
3832;25/01/2017 17:05;ENTREGUE;MOIP CC 2x;Mobile;1;R$ 79,90;R$ 0,00;R$ 18,59;R$ 98,49
3831;24/01/2017 16:23;ENTREGUE;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 26,61;R$ 96,51
3830;24/01/2017 11:41;ENTREGUE;MOIP Boleto;Desktop;1;R$ 87,90;R$ 0,00;R$ 15,56;R$ 103,46
3829;23/01/2017 21:42;ENTREGUE;MOIP Boleto;Desktop;3;R$ 209,70;R$ 0,00;R$ 31,22;R$ 240,92
3828;23/01/2017 21:15;ENTREGUE;MOIP CC 2x;Mobile;1;R$ 199,90;R$ 0,00;R$ 18,59;R$ 218,49
3827;23/01/2017 20:58;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 79,90;R$ 0,00;R$ 17,19;R$ 97,09
3826;23/01/2017 11:29;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 79,90;R$ 0,00;R$ 18,59;R$ 98,49
3825;23/01/2017 10:59;ENTREGUE;MOIP CC 3x;Desktop;1;R$ 87,90;R$ 0,00;R$ 16,78;R$ 104,68
3821;20/01/2017 14:04;ENTREGUE;MOIP CC 6x;Mobile;9;R$ 641,10;R$ 0,00;R$ 31,95;R$ 673,05
3820;20/01/2017 12:54;ENTREGUE;MOIP CC 2x;Desktop;2;R$ 149,80;R$ 0,00;R$ 31,05;R$ 180,85
3819;20/01/2017 10:57;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 39,90;R$ 0,00;R$ 17,19;R$ 57,09
3815;19/01/2017 22:47;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 69,90;R$ 0,00;R$ 15,56;R$ 85,46
3814;19/01/2017 14:38;ENTREGUE;MOIP Boleto;Desktop;1;R$ 89,90;R$ 0,00;R$ 15,56;R$ 105,46
3813;19/01/2017 09:18;ENTREGUE;MOIP Boleto;Desktop;1;R$ 49,90;R$ 0,00;R$ 17,19;R$ 67,09
3811;18/01/2017 15:16;DESPACHADO;MOIP CC 2x;Desktop;2;R$ 167,80;R$ 0,00;R$ 28,95;R$ 196,75
3810;18/01/2017 14:41;ENTREGUE;MOIP CC 2x;Desktop;1;R$ 87,90;R$ 79,90;R$ 16,78;R$ 24,78
3809;18/01/2017 12:11;ENTREGUE;MOIP Boleto;Desktop;1;R$ 87,90;R$ 0,00;R$ 18,59;R$ 106,49
3808;17/01/2017 23:35;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 29,90;R$ 0,00;R$ 15,56;R$ 45,46
3806;17/01/2017 14:07;ENTREGUE;MOIP Boleto;Desktop;7;R$ 621,30;R$ 0,00;R$ 37,18;R$ 658,48
3804;17/01/2017 11:01;ENTREGUE;MOIP CC 6x;Desktop;1;R$ 87,90;R$ 0,00;R$ 11,74;R$ 99,64
3803;17/01/2017 10:40;ENTREGUE;MOIP CC 2x;Desktop;1;R$ 69,90;R$ 0,00;R$ 15,56;R$ 85,46
3801;16/01/2017 22:59;ENTREGUE;MOIP CC 3x;Mobile;2;R$ 119,80;R$ 0,00;R$ 18,59;R$ 138,39
3800;16/01/2017 19:23;ENTREGUE;MOIP CC 2x;Mobile;2;R$ 79,80;R$ 0,00;R$ 27,96;R$ 107,76
3798;16/01/2017 14:27;ENTREGUE;MOIP CC 2x;Desktop;1;R$ 49,90;R$ 0,00;R$ 16,78;R$ 66,68
3797;16/01/2017 12:03;ENTREGUE;MOIP CC 6x;Desktop;2;R$ 79,80;R$ 0,00;R$ 17,19;R$ 96,99
3796;16/01/2017 11:34;ENTREGUE;MOIP CC 2x;Desktop;1;R$ 39,90;R$ 0,00;R$ 22,28;R$ 62,18
3795;16/01/2017 09:11;ENTREGUE;MOIP CC 2x;Desktop;3;R$ 169,70;R$ 0,00;R$ 22,28;R$ 191,98
3794;15/01/2017 23:33;ENTREGUE;MOIP CC 2x;Desktop;1;R$ 79,90;R$ 0,00;R$ 16,78;R$ 96,68
3793;15/01/2017 18:28;ENTREGUE;MOIP Boleto;Desktop;1;R$ 49,90;R$ 0,00;R$ 17,19;R$ 67,09
3791;14/01/2017 21:43;ENTREGUE;MOIP CC 6x;Desktop;2;R$ 99,80;R$ 0,00;R$ 16,78;R$ 116,58
3790;14/01/2017 20:43;ENTREGUE;MOIP CC 6x;Desktop;2;R$ 149,80;R$ 0,00;R$ 22,28;R$ 172,08
3788;14/01/2017 20:02;ENTREGUE;MOIP CC 4x;Desktop;1;R$ 79,90;R$ 0,00;R$ 18,59;R$ 98,49
3787;14/01/2017 09:49;ENTREGUE;MOIP CC 5x;Mobile;2;R$ 149,80;R$ 0,00;R$ 17,19;R$ 166,99
3786;12/01/2017 23:36;ENTREGUE;MOIP CC 1x;Desktop;2;R$ 119,80;R$ 0,00;R$ 17,19;R$ 136,99
3785;12/01/2017 22:59;ENTREGUE;MOIP Boleto;Mobile;3;R$ 149,70;R$ 0,00;R$ 31,22;R$ 180,92
3784;12/01/2017 21:22;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 39,90;R$ 0,00;R$ 15,56;R$ 55,46
3783;12/01/2017 14:28;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 79,90;R$ 0,00;R$ 28,95;R$ 108,85
3782;12/01/2017 12:45;ENTREGUE;MOIP CC 6x;Mobile;3;R$ 245,70;R$ 0,00;R$ 17,19;R$ 262,89
3781;12/01/2017 08:58;ENTREGUE;MOIP CC 6x;Desktop;3;R$ 239,70;R$ 0,00;R$ 26,29;R$ 265,99
3776;11/01/2017 20:24;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 79,90;R$ 0,00;R$ 27,96;R$ 107,86
3775;11/01/2017 19:27;ENTREGUE;MOIP CC 3x;Desktop;3;R$ 199,70;R$ 0,00;R$ 18,09;R$ 217,79
3774;11/01/2017 18:37;ENTREGUE;MOIP CC 3x;Desktop;1;R$ 49,90;R$ 0,00;R$ 9,34;R$ 59,24
3772;11/01/2017 14:50;ENTREGUE;MOIP CC 3x;Desktop;3;R$ 255,70;R$ 0,00;R$ 0,00;R$ 255,70
3770;11/01/2017 10:37;ENTREGUE;MOIP Boleto;Desktop;1;R$ 89,90;R$ 0,00;R$ 15,56;R$ 105,46
3768;11/01/2017 09:47;ENTREGUE;MOIP CC 2x;Mobile;1;R$ 69,90;R$ 0,00;R$ 22,28;R$ 92,18
3766;10/01/2017 23:51;ENTREGUE;MOIP CC 3x;Mobile;2;R$ 79,80;R$ 0,00;R$ 15,56;R$ 95,36
3765;10/01/2017 19:44;ENTREGUE;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 31,22;R$ 101,12
3764;09/01/2017 20:22;ENTREGUE;MOIP CC 2x;Desktop;2;R$ 239,80;R$ 0,00;R$ 27,96;R$ 267,76
3762;09/01/2017 15:26;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 79,90;R$ 0,00;R$ 15,56;R$ 95,46
3761;09/01/2017 10:47;ENTREGUE;MOIP CC 2x;Mobile;1;R$ 79,90;R$ 0,00;R$ 17,19;R$ 97,09
3760;09/01/2017 09:18;ENTREGUE;MOIP Boleto;Desktop;2;R$ 159,80;R$ 0,00;R$ 11,74;R$ 171,54
3759;08/01/2017 19:53;ENTREGUE;MOIP Boleto;Desktop;1;R$ 79,90;R$ 0,00;R$ 15,11;R$ 95,01
3758;08/01/2017 18:00;ENTREGUE;MOIP CC 2x;Desktop;2;R$ 59,80;R$ 0,00;R$ 31,22;R$ 91,02
3757;08/01/2017 01:53;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 87,90;R$ 0,00;R$ 21,85;R$ 109,75
3756;07/01/2017 12:42;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 69,90;R$ 0,00;R$ 15,11;R$ 85,01
3754;07/01/2017 11:10;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 199,90;R$ 0,00;R$ 15,11;R$ 215,01
3753;06/01/2017 14:41;ENTREGUE;MOIP Boleto;Desktop;3;R$ 139,70;R$ 0,00;R$ 16,78;R$ 156,48
3751;05/01/2017 20:04;ENTREGUE;MOIP CC 4x;Desktop;1;R$ 39,90;R$ 0,00;R$ 17,19;R$ 57,09
3750;05/01/2017 14:05;ENTREGUE;MOIP Boleto;Desktop;4;R$ 259,60;R$ 0,00;R$ 0,00;R$ 259,60
3749;05/01/2017 13:13;ENTREGUE;MOIP Boleto;Mobile;2;R$ 69,80;R$ 0,00;R$ 31,22;R$ 101,02
3748;05/01/2017 13:10;ENTREGUE;MOIP Boleto;Desktop;1;R$ 79,90;R$ 0,00;R$ 17,19;R$ 97,09
3747;04/01/2017 21:41;DESPACHADO;MOIP CC 6x;Desktop;2;R$ 159,80;R$ 0,00;R$ 27,96;R$ 187,76
3745;04/01/2017 09:38;ENTREGUE;MOIP Boleto;Desktop;1;R$ 49,90;R$ 0,00;R$ 16,78;R$ 66,68
3744;04/01/2017 00:10;ENTREGUE;MOIP CC 3x;Desktop;2;R$ 157,80;R$ 0,00;R$ 31,22;R$ 189,02
3742;03/01/2017 19:26;ENTREGUE;MOIP CC 1x;Mobile;2;R$ 79,80;R$ 0,00;R$ 17,19;R$ 96,99
3739;03/01/2017 10:31;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 49,90;R$ 0,00;R$ 17,19;R$ 67,09
3738;02/01/2017 22:55;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 79,90;R$ 0,00;R$ 17,19;R$ 97,09
3737;02/01/2017 16:18;ENTREGUE;MOIP Boleto;Mobile;1;R$ 29,90;R$ 0,00;R$ 16,78;R$ 46,68
3736;02/01/2017 15:36;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 39,90;R$ 0,00;R$ 15,11;R$ 55,01
3735;02/01/2017 15:12;ENTREGUE;MOIP Boleto;Desktop;3;R$ 209,70;R$ 0,00;R$ 11,74;R$ 221,44
3734;02/01/2017 14:49;ENTREGUE;MOIP CC 2x;Mobile;2;R$ 137,80;R$ 0,00;R$ 18,59;R$ 156,39
3733;02/01/2017 14:35;ENTREGUE;MOIP CC 2x;Desktop;1;R$ 87,90;R$ 0,00;R$ 16,78;R$ 104,68
3732;01/01/2017 14:08;ENTREGUE;MOIP CC 6x;Desktop;1;R$ 79,90;R$ 0,00;R$ 17,19;R$ 97,09
