Início dos relatórios;Término dos relatórios;Nome do anúncio;Veiculação;Pessoas executando uma ação;Reações à publicação;Comentários na publicação;Compartilhamentos da publicação;Cliques no link;Curtidas na Página;CPC (custo por clique no link) (BRL)
2018-04-03;2018-05-05;Default name - Conversões;not_delivering;1037;304;1;4;580;239;0,562897
