Início dos relatórios;Término dos relatórios;Nome do anúncio;Veiculação;Resultados;Indicador de resultados;Alcance;Impressões;Custo por resultados;Valor gasto (BRL);Término;Pontuação de relevância;Cliques no link;Compras no site;Valor de conversão de compras no site;Retorno sobre os gastos com anúncios (ROAS) das compras feitas no site
2018-04-03;2018-05-05;Default name - Conversões;not_delivering;2;actions:offsite_conversion.fb_pixel_purchase;69103;103766;163,24;326,48;2018-05-03;5;580;2;551,35;1,688771
